,Current_Speed_(knots),Latitude,Longitude,Moon Illuminated,clusters,cluster
7026,4.3,48.40572205,-122.6449002,0.09,0,blue
7029,5.1,48.40572205,-122.6449002,0.09,1,orange
7032,4.2,48.40572205,-122.6449002,0.09,0,blue
7035,6.1,48.40572205,-122.6449002,0.09,1,orange
7038,4.3,48.40572205,-122.6449002,0.15,0,blue
7041,4.9,48.40572205,-122.6449002,0.15,0,blue
7044,4.1,48.40572205,-122.6449002,0.15,0,blue
7047,6.2,48.40572205,-122.6449002,0.15,1,orange
7050,4.2,48.40572205,-122.6449002,0.23,0,blue
7053,4.5,48.40572205,-122.6449002,0.23,0,blue
7056,3.8,48.40572205,-122.6449002,0.23,0,blue
7059,6.2,48.40572205,-122.6449002,0.23,1,orange
7062,4.1,48.40572205,-122.6449002,0.31,0,blue
7065,3.9,48.40572205,-122.6449002,0.31,0,blue
7068,3.1,48.40572205,-122.6449002,0.31,0,blue
7071,6.1,48.40572205,-122.6449002,0.31,1,orange
7074,4.1,48.40572205,-122.6449002,0.41,0,blue
7077,3.5,48.40572205,-122.6449002,0.41,0,blue
7080,2.4,48.40572205,-122.6449002,0.41,0,blue
7083,5.9,48.40572205,-122.6449002,0.51,1,orange
7086,4.4,48.40572205,-122.6449002,0.51,0,blue
7089,3.9,48.40572205,-122.6449002,0.51,0,blue
7092,1.9,48.40572205,-122.6449002,0.51,0,blue
7095,5.7,48.40572205,-122.6449002,0.61,1,orange
7098,4.8,48.40572205,-122.6449002,0.61,0,blue
7101,4.6,48.40572205,-122.6449002,0.61,0,blue
7104,1.8,48.40572205,-122.6449002,0.61,0,blue
7107,5.6,48.40572205,-122.6449002,0.71,1,orange
7110,5.2,48.40572205,-122.6449002,0.71,1,orange
7113,5.3,48.40572205,-122.6449002,0.71,1,orange
7116,2.2,48.40572205,-122.6449002,0.71,0,blue
7119,5.6,48.40572205,-122.6449002,0.81,1,orange
7122,5.5,48.40572205,-122.6449002,0.81,1,orange
7125,5.9,48.40572205,-122.6449002,0.81,1,orange
7128,3.0,48.40572205,-122.6449002,0.81,0,blue
7131,5.7,48.40572205,-122.6449002,0.89,1,orange
7134,5.8,48.40572205,-122.6449002,0.89,1,orange
7137,6.5,48.40572205,-122.6449002,0.89,1,orange
7140,3.9,48.40572205,-122.6449002,0.89,0,blue
7143,6.0,48.40572205,-122.6449002,0.95,1,orange
7146,5.9,48.40572205,-122.6449002,0.95,1,orange
7149,7.0,48.40572205,-122.6449002,0.95,1,orange
7152,4.6,48.40572205,-122.6449002,0.99,0,blue
7155,6.2,48.40572205,-122.6449002,0.99,1,orange
7158,5.9,48.40572205,-122.6449002,0.99,1,orange
7161,7.3,48.40572205,-122.6449002,0.99,1,orange
7164,5.1,48.40572205,-122.6449002,1.0,1,orange
7167,6.3,48.40572205,-122.6449002,1.0,1,orange
7170,5.9,48.40572205,-122.6449002,1.0,1,orange
7173,7.6,48.40572205,-122.6449002,1.0,1,orange
7176,5.2,48.40572205,-122.6449002,0.98,1,orange
7179,6.3,48.40572205,-122.6449002,0.98,1,orange
7182,5.9,48.40572205,-122.6449002,0.98,1,orange
7185,7.7,48.40572205,-122.6449002,0.98,1,orange
7188,5.2,48.40572205,-122.6449002,0.93,1,orange
7191,6.2,48.40572205,-122.6449002,0.93,1,orange
7194,5.8,48.40572205,-122.6449002,0.93,1,orange
7197,7.8,48.40572205,-122.6449002,0.93,1,orange
7200,5.1,48.40572205,-122.6449002,0.85,1,orange
7203,5.9,48.40572205,-122.6449002,0.85,1,orange
7206,5.5,48.40572205,-122.6449002,0.85,1,orange
7209,7.8,48.40572205,-122.6449002,0.85,1,orange
7212,4.8,48.40572205,-122.6449002,0.76,0,blue
7215,5.3,48.40572205,-122.6449002,0.76,1,orange
7218,4.9,48.40572205,-122.6449002,0.76,0,blue
7221,7.4,48.40572205,-122.6449002,0.76,1,orange
7224,4.6,48.40572205,-122.6449002,0.66,0,blue
7227,4.7,48.40572205,-122.6449002,0.66,0,blue
7230,4.0,48.40572205,-122.6449002,0.66,0,blue
7233,6.7,48.40572205,-122.6449002,0.66,1,orange
7236,4.6,48.40572205,-122.6449002,0.55,0,blue
7239,4.6,48.40572205,-122.6449002,0.55,0,blue
7242,3.1,48.40572205,-122.6449002,0.55,0,blue
7245,5.9,48.40572205,-122.6449002,0.44,1,orange
7248,4.8,48.40572205,-122.6449002,0.44,0,blue
7251,5.0,48.40572205,-122.6449002,0.44,1,orange
7254,2.6,48.40572205,-122.6449002,0.44,0,blue
7257,5.1,48.40572205,-122.6449002,0.34,1,orange
7260,4.9,48.40572205,-122.6449002,0.34,0,blue
7263,5.6,48.40572205,-122.6449002,0.34,1,orange
7266,2.7,48.40572205,-122.6449002,0.34,0,blue
7269,4.7,48.40572205,-122.6449002,0.25,0,blue
7272,5.0,48.40572205,-122.6449002,0.25,1,orange
7275,6.1,48.40572205,-122.6449002,0.25,1,orange
7278,3.3,48.40572205,-122.6449002,0.25,0,blue
7281,4.6,48.40572205,-122.6449002,0.17,0,blue
7284,4.9,48.40572205,-122.6449002,0.17,0,blue
7287,6.3,48.40572205,-122.6449002,0.17,1,orange
7290,3.9,48.40572205,-122.6449002,0.17,0,blue
7293,4.8,48.40572205,-122.6449002,0.1,0,blue
7296,4.5,48.40572205,-122.6449002,0.1,0,blue
7299,6.2,48.40572205,-122.6449002,0.1,1,orange
7302,4.4,48.40572205,-122.6449002,0.05,0,blue
7305,4.9,48.40572205,-122.6449002,0.05,0,blue
7308,4.2,48.40572205,-122.6449002,0.05,0,blue
7311,6.0,48.40572205,-122.6449002,0.05,1,orange
7314,4.5,48.40572205,-122.6449002,0.02,0,blue
7317,5.1,48.40572205,-122.6449002,0.02,1,orange
7320,4.0,48.40572205,-122.6449002,0.02,0,blue
7323,5.9,48.40572205,-122.6449002,0.02,1,orange
7326,4.5,48.40572205,-122.6449002,0.0,0,blue
7329,5.1,48.40572205,-122.6449002,0.0,1,orange
7332,4.0,48.40572205,-122.6449002,0.0,0,blue
7335,6.0,48.40572205,-122.6449002,0.0,1,orange
7338,4.5,48.40572205,-122.6449002,0.0,0,blue
7341,5.2,48.40572205,-122.6449002,0.0,1,orange
7344,4.2,48.40572205,-122.6449002,0.0,0,blue
7347,6.2,48.40572205,-122.6449002,0.0,1,orange
7350,4.6,48.40572205,-122.6449002,0.02,0,blue
7353,5.2,48.40572205,-122.6449002,0.02,1,orange
7356,4.3,48.40572205,-122.6449002,0.02,0,blue
7359,6.5,48.40572205,-122.6449002,0.02,1,orange
7362,4.7,48.40572205,-122.6449002,0.06,0,blue
7365,5.2,48.40572205,-122.6449002,0.06,1,orange
7368,4.3,48.40572205,-122.6449002,0.06,0,blue
7371,6.9,48.40572205,-122.6449002,0.06,1,orange
7374,5.0,48.40572205,-122.6449002,0.11,1,orange
7377,5.0,48.40572205,-122.6449002,0.11,1,orange
7380,4.0,48.40572205,-122.6449002,0.11,0,blue
7383,7.1,48.40572205,-122.6449002,0.11,1,orange
7386,5.2,48.40572205,-122.6449002,0.18,1,orange
7389,4.6,48.40572205,-122.6449002,0.18,0,blue
7392,3.4,48.40572205,-122.6449002,0.18,0,blue
7395,7.0,48.40572205,-122.6449002,0.18,1,orange
7398,5.4,48.40572205,-122.6449002,0.26,1,orange
7401,4.3,48.40572205,-122.6449002,0.26,0,blue
7404,2.6,48.40572205,-122.6449002,0.26,0,blue
7407,6.6,48.40572205,-122.6449002,0.26,1,orange
7410,5.4,48.40572205,-122.6449002,0.35,1,orange
7413,4.0,48.40572205,-122.6449002,0.35,0,blue
7416,1.8,48.40572205,-122.6449002,0.35,0,blue
7419,5.9,48.40572205,-122.6449002,0.35,1,orange
7422,5.3,48.40572205,-122.6449002,0.45,1,orange
7425,4.3,48.40572205,-122.6449002,0.45,0,blue
7428,1.5,48.40572205,-122.6449002,0.45,0,blue
7431,5.2,48.40572205,-122.6449002,0.56,1,orange
7434,5.1,48.40572205,-122.6449002,0.56,1,orange
7437,4.9,48.40572205,-122.6449002,0.56,0,blue
7439,1.7,48.40572205,-122.6449002,0.56,0,blue
7443,4.8,48.40572205,-122.6449002,0.67,0,blue
7446,5.0,48.40572205,-122.6449002,0.67,1,orange
7449,5.5,48.40572205,-122.6449002,0.67,1,orange
7452,2.5,48.40572205,-122.6449002,0.67,0,blue
7455,4.8,48.40572205,-122.6449002,0.77,0,blue
7458,5.0,48.40572205,-122.6449002,0.77,1,orange
7461,6.1,48.40572205,-122.6449002,0.77,1,orange
7464,3.6,48.40572205,-122.6449002,0.77,0,blue
7467,5.1,48.40572205,-122.6449002,0.86,1,orange
7470,5.1,48.40572205,-122.6449002,0.86,1,orange
7473,6.7,48.40572205,-122.6449002,0.86,1,orange
7476,4.5,48.40572205,-122.6449002,0.86,0,blue
7479,5.6,48.40572205,-122.6449002,0.93,1,orange
7482,5.3,48.40572205,-122.6449002,0.93,1,orange
7485,7.3,48.40572205,-122.6449002,0.93,1,orange
7488,5.1,48.40572205,-122.6449002,0.98,1,orange
7491,6.0,48.40572205,-122.6449002,0.98,1,orange
7494,5.6,48.40572205,-122.6449002,0.98,1,orange
7497,7.7,48.40572205,-122.6449002,0.98,1,orange
7500,5.4,48.40572205,-122.6449002,1.0,1,orange
7503,6.2,48.40572205,-122.6449002,1.0,1,orange
7506,5.8,48.40572205,-122.6449002,1.0,1,orange
7509,8.0,48.40572205,-122.6449002,1.0,1,orange
7512,5.6,48.40572205,-122.6449002,0.99,1,orange
7515,6.1,48.40572205,-122.6449002,0.99,1,orange
7518,5.8,48.40572205,-122.6449002,0.99,1,orange
7521,8.2,48.40572205,-122.6449002,0.99,1,orange
7524,5.6,48.40572205,-122.6449002,0.95,1,orange
7527,5.9,48.40572205,-122.6449002,0.95,1,orange
7530,5.6,48.40572205,-122.6449002,0.95,1,orange
7533,8.3,48.40572205,-122.6449002,0.95,1,orange
7536,5.7,48.40572205,-122.6449002,0.88,1,orange
7539,5.7,48.40572205,-122.6449002,0.88,1,orange
7542,5.0,48.40572205,-122.6449002,0.88,1,orange
7545,8.0,48.40572205,-122.6449002,0.88,1,orange
7548,5.6,48.40572205,-122.6449002,0.8,1,orange
7551,5.4,48.40572205,-122.6449002,0.8,1,orange
7554,4.2,48.40572205,-122.6449002,0.8,0,blue
7557,7.4,48.40572205,-122.6449002,0.8,1,orange
7560,5.4,48.40572205,-122.6449002,0.71,1,orange
7563,5.1,48.40572205,-122.6449002,0.71,1,orange
7566,3.2,48.40572205,-122.6449002,0.71,0,blue
7569,6.4,48.40572205,-122.6449002,0.71,1,orange
7572,5.0,48.40572205,-122.6449002,0.6,1,orange
7575,5.1,48.40572205,-122.6449002,0.6,1,orange
7578,2.4,48.40572205,-122.6449002,0.6,0,blue
7581,5.1,48.40572205,-122.6449002,0.6,1,orange
7584,4.6,48.40572205,-122.6449002,0.5,0,blue
7587,5.3,48.40572205,-122.6449002,0.5,1,orange
7590,2.2,48.40572205,-122.6449002,0.5,0,blue
7593,4.0,48.40572205,-122.6449002,0.4,0,blue
7596,4.1,48.40572205,-122.6449002,0.4,0,blue
7599,5.5,48.40572205,-122.6449002,0.4,1,orange
7602,2.5,48.40572205,-122.6449002,0.4,0,blue
7605,3.6,48.40572205,-122.6449002,0.31,0,blue
7608,3.8,48.40572205,-122.6449002,0.31,0,blue
7611,5.6,48.40572205,-122.6449002,0.31,1,orange
7614,3.2,48.40572205,-122.6449002,0.31,0,blue
7617,3.9,48.40572205,-122.6449002,0.22,0,blue
7620,3.5,48.40572205,-122.6449002,0.22,0,blue
7623,5.6,48.40572205,-122.6449002,0.22,1,orange
7626,3.8,48.40572205,-122.6449002,0.22,0,blue
7629,4.3,48.40572205,-122.6449002,0.15,0,blue
7632,3.5,48.40572205,-122.6449002,0.15,0,blue
7635,5.5,48.40572205,-122.6449002,0.15,1,orange
7638,4.2,48.40572205,-122.6449002,0.15,0,blue
7641,4.7,48.40572205,-122.6449002,0.09,0,blue
7644,3.6,48.40572205,-122.6449002,0.09,0,blue
7647,5.6,48.40572205,-122.6449002,0.09,1,orange
7650,4.3,48.40572205,-122.6449002,0.04,0,blue
7653,5.0,48.40572205,-122.6449002,0.04,1,orange
7656,3.9,48.40572205,-122.6449002,0.04,0,blue
7659,5.9,48.40572205,-122.6449002,0.04,1,orange
7662,4.4,48.40572205,-122.6449002,0.01,0,blue
7665,5.1,48.40572205,-122.6449002,0.01,1,orange
7668,4.2,48.40572205,-122.6449002,0.01,0,blue
7671,6.4,48.40572205,-122.6449002,0.01,1,orange
7674,4.7,48.40572205,-122.6449002,0.0,0,blue
7677,5.1,48.40572205,-122.6449002,0.0,1,orange
7680,4.4,48.40572205,-122.6449002,0.0,0,blue
7683,6.9,48.40572205,-122.6449002,0.0,1,orange
7686,5.0,48.40572205,-122.6449002,0.01,1,orange
7689,5.1,48.40572205,-122.6449002,0.01,1,orange
7692,4.4,48.40572205,-122.6449002,0.01,0,blue
7695,7.3,48.40572205,-122.6449002,0.01,1,orange
7698,5.4,48.40572205,-122.6449002,0.03,1,orange
7701,5.1,48.40572205,-122.6449002,0.03,1,orange
7704,4.0,48.40572205,-122.6449002,0.03,0,blue
7707,7.6,48.40572205,-122.6449002,0.03,1,orange
7710,5.9,48.40572205,-122.6449002,0.07,1,orange
7713,5.0,48.40572205,-122.6449002,0.07,1,orange
7716,3.5,48.40572205,-122.6449002,0.07,0,blue
7719,7.6,48.40572205,-122.6449002,0.07,1,orange
7722,6.3,48.40572205,-122.6449002,0.14,1,orange
7725,5.0,48.40572205,-122.6449002,0.14,1,orange
7728,2.9,48.40572205,-122.6449002,0.14,0,blue
7731,7.3,48.40572205,-122.6449002,0.14,1,orange
7734,6.4,48.40572205,-122.6449002,0.21,1,orange
7737,4.9,48.40572205,-122.6449002,0.21,0,blue
7740,2.2,48.40572205,-122.6449002,0.21,0,blue
7743,6.6,48.40572205,-122.6449002,0.21,1,orange
7746,6.2,48.40572205,-122.6449002,0.3,1,orange
7749,4.9,48.40572205,-122.6449002,0.3,0,blue
7752,1.8,48.40572205,-122.6449002,0.3,0,blue
7755,5.7,48.40572205,-122.6449002,0.3,1,orange
7758,5.6,48.40572205,-122.6449002,0.4,1,orange
7761,4.9,48.40572205,-122.6449002,0.4,0,blue
7764,1.7,48.40572205,-122.6449002,0.4,0,blue
7767,4.7,48.40572205,-122.6449002,0.4,0,blue
7770,5.0,48.40572205,-122.6449002,0.51,1,orange
7773,5.2,48.40572205,-122.6449002,0.51,1,orange
7776,2.1,48.40572205,-122.6449002,0.51,0,blue
7779,4.2,48.40572205,-122.6449002,0.62,0,blue
7782,4.6,48.40572205,-122.6449002,0.62,0,blue
7785,5.7,48.40572205,-122.6449002,0.62,1,orange
7788,2.9,48.40572205,-122.6449002,0.62,0,blue
7791,4.3,48.40572205,-122.6449002,0.73,0,blue
7794,4.5,48.40572205,-122.6449002,0.73,0,blue
7797,6.2,48.40572205,-122.6449002,0.73,1,orange
7800,3.9,48.40572205,-122.6449002,0.73,0,blue
7803,4.8,48.40572205,-122.6449002,0.83,0,blue
7806,4.7,48.40572205,-122.6449002,0.83,0,blue
7809,6.9,48.40572205,-122.6449002,0.83,1,orange
7812,4.8,48.40572205,-122.6449002,0.83,0,blue
7815,5.4,48.40572205,-122.6449002,0.91,1,orange
7818,5.2,48.40572205,-122.6449002,0.91,1,orange
7821,7.6,48.40572205,-122.6449002,0.91,1,orange
7824,5.4,48.40572205,-122.6449002,0.91,1,orange
7827,5.8,48.40572205,-122.6449002,0.96,1,orange
7830,5.6,48.40572205,-122.6449002,0.96,1,orange
7833,8.1,48.40572205,-122.6449002,0.96,1,orange
7836,5.8,48.40572205,-122.6449002,0.99,1,orange
7839,5.9,48.40572205,-122.6449002,0.99,1,orange
7842,5.7,48.40572205,-122.6449002,0.99,1,orange
7845,8.5,48.40572205,-122.6449002,0.99,1,orange
7848,6.0,48.40572205,-122.6449002,1.0,1,orange
7851,5.9,48.40572205,-122.6449002,1.0,1,orange
7854,5.5,48.40572205,-122.6449002,1.0,1,orange
7857,8.6,48.40572205,-122.6449002,1.0,1,orange
7860,6.3,48.40572205,-122.6449002,0.97,1,orange
7863,5.9,48.40572205,-122.6449002,0.97,1,orange
7866,4.9,48.40572205,-122.6449002,0.97,0,blue
7869,8.3,48.40572205,-122.6449002,0.97,1,orange
7872,6.4,48.40572205,-122.6449002,0.92,1,orange
7875,5.9,48.40572205,-122.6449002,0.92,1,orange
7878,4.2,48.40572205,-122.6449002,0.92,0,blue
7881,7.8,48.40572205,-122.6449002,0.92,1,orange
7884,6.2,48.40572205,-122.6449002,0.85,1,orange
7887,5.8,48.40572205,-122.6449002,0.85,1,orange
7890,3.5,48.40572205,-122.6449002,0.85,0,blue
7893,6.9,48.40572205,-122.6449002,0.85,1,orange
7896,5.7,48.40572205,-122.6449002,0.76,1,orange
7899,5.6,48.40572205,-122.6449002,0.76,1,orange
7902,2.8,48.40572205,-122.6449002,0.76,0,blue
7905,5.7,48.40572205,-122.6449002,0.76,1,orange
7908,4.9,48.40572205,-122.6449002,0.67,0,blue
7911,5.3,48.40572205,-122.6449002,0.67,1,orange
7914,2.3,48.40572205,-122.6449002,0.67,0,blue
7917,4.4,48.40572205,-122.6449002,0.67,0,blue
7920,4.0,48.40572205,-122.6449002,0.57,0,blue
7923,5.1,48.40572205,-122.6449002,0.57,1,orange
7926,2.2,48.40572205,-122.6449002,0.57,0,blue
7929,3.4,48.40572205,-122.6449002,0.57,0,blue
7932,3.2,48.40572205,-122.6449002,0.47,0,blue
7935,4.8,48.40572205,-122.6449002,0.47,0,blue
7938,2.5,48.40572205,-122.6449002,0.47,0,blue
7941,3.2,48.40572205,-122.6449002,0.38,0,blue
7944,2.7,48.40572205,-122.6449002,0.38,0,blue
7947,4.7,48.40572205,-122.6449002,0.38,0,blue
7950,2.9,48.40572205,-122.6449002,0.38,0,blue
7953,3.6,48.40572205,-122.6449002,0.29,0,blue
7956,2.7,48.40572205,-122.6449002,0.29,0,blue
7959,4.7,48.40572205,-122.6449002,0.29,0,blue
7962,3.3,48.40572205,-122.6449002,0.29,0,blue
7965,4.1,48.40572205,-122.6449002,0.21,0,blue
7968,3.0,48.40572205,-122.6449002,0.21,0,blue
7971,5.0,48.40572205,-122.6449002,0.21,1,orange
7974,3.7,48.40572205,-122.6449002,0.21,0,blue
7977,4.5,48.40572205,-122.6449002,0.14,0,blue
7980,3.5,48.40572205,-122.6449002,0.14,0,blue
7983,5.5,48.40572205,-122.6449002,0.14,1,orange
7986,4.0,48.40572205,-122.6449002,0.14,0,blue
7989,4.8,48.40572205,-122.6449002,0.08,0,blue
7992,4.0,48.40572205,-122.6449002,0.08,0,blue
7995,6.2,48.40572205,-122.6449002,0.08,1,orange
7998,4.4,48.40572205,-122.6449002,0.08,0,blue
8001,4.9,48.40572205,-122.6449002,0.04,0,blue
8004,4.3,48.40572205,-122.6449002,0.04,0,blue
8007,6.9,48.40572205,-122.6449002,0.04,1,orange
8010,5.0,48.40572205,-122.6449002,0.04,1,orange
8013,5.0,48.40572205,-122.6449002,0.01,1,orange
8016,4.3,48.40572205,-122.6449002,0.01,0,blue
8019,7.5,48.40572205,-122.6449002,0.01,1,orange
8022,5.7,48.40572205,-122.6449002,0.01,1,orange
8025,5.1,48.40572205,-122.6449002,0.0,1,orange
8028,3.9,48.40572205,-122.6449002,0.0,0,blue
8031,7.8,48.40572205,-122.6449002,0.0,1,orange
8034,6.3,48.40572205,-122.6449002,0.01,1,orange
8037,5.2,48.40572205,-122.6449002,0.01,1,orange
8040,3.5,48.40572205,-122.6449002,0.01,0,blue
8043,7.8,48.40572205,-122.6449002,0.01,1,orange
8046,6.8,48.40572205,-122.6449002,0.05,1,orange
8049,5.4,48.40572205,-122.6449002,0.05,1,orange
8052,3.0,48.40572205,-122.6449002,0.05,0,blue
8055,7.6,48.40572205,-122.6449002,0.05,1,orange
8058,7.0,48.40572205,-122.6449002,0.1,1,orange
8061,5.6,48.40572205,-122.6449002,0.1,1,orange
8064,2.7,48.40572205,-122.6449002,0.1,0,blue
8067,7.1,48.40572205,-122.6449002,0.1,1,orange
8070,6.9,48.40572205,-122.6449002,0.17,1,orange
8073,5.8,48.40572205,-122.6449002,0.17,1,orange
8076,2.5,48.40572205,-122.6449002,0.17,0,blue
8079,6.3,48.40572205,-122.6449002,0.17,1,orange
8082,6.3,48.40572205,-122.6449002,0.26,1,orange
8085,5.8,48.40572205,-122.6449002,0.26,1,orange
8088,2.4,48.40572205,-122.6449002,0.26,0,blue
8091,5.4,48.40572205,-122.6449002,0.26,1,orange
8094,5.5,48.40572205,-122.6449002,0.36,1,orange
8097,5.7,48.40572205,-122.6449002,0.36,1,orange
8100,2.5,48.40572205,-122.6449002,0.36,0,blue
8103,4.5,48.40572205,-122.6449002,0.36,0,blue
8106,4.7,48.40572205,-122.6449002,0.47,0,blue
8109,5.6,48.40572205,-122.6449002,0.47,1,orange
8112,2.7,48.40572205,-122.6449002,0.47,0,blue
8115,4.1,48.40572205,-122.6449002,0.58,0,blue
8118,4.3,48.40572205,-122.6449002,0.58,0,blue
8121,5.9,48.40572205,-122.6449002,0.58,1,orange
8124,3.2,48.40572205,-122.6449002,0.58,0,blue
8127,4.2,48.40572205,-122.6449002,0.69,0,blue
8130,4.3,48.40572205,-122.6449002,0.69,0,blue
8133,6.4,48.40572205,-122.6449002,0.69,1,orange
8136,4.0,48.40572205,-122.6449002,0.69,0,blue
8139,4.6,48.40572205,-122.6449002,0.79,0,blue
8142,4.7,48.40572205,-122.6449002,0.79,0,blue
8145,7.1,48.40572205,-122.6449002,0.79,1,orange
8148,4.9,48.40572205,-122.6449002,0.79,0,blue
8151,5.2,48.40572205,-122.6449002,0.88,1,orange
8154,5.1,48.40572205,-122.6449002,0.88,1,orange
8157,7.8,48.40572205,-122.6449002,0.88,1,orange
8160,5.7,48.40572205,-122.6449002,0.88,1,orange
8163,5.6,48.40572205,-122.6449002,0.94,1,orange
8166,5.4,48.40572205,-122.6449002,0.94,1,orange
8169,8.4,48.40572205,-122.6449002,0.94,1,orange
8172,6.3,48.40572205,-122.6449002,0.94,1,orange
8175,5.8,48.40572205,-122.6449002,0.98,1,orange
8178,5.3,48.40572205,-122.6449002,0.98,1,orange
8181,8.6,48.40572205,-122.6449002,0.98,1,orange
8184,6.7,48.40572205,-122.6449002,1.0,1,orange
8187,6.0,48.40572205,-122.6449002,1.0,1,orange
8190,4.8,48.40572205,-122.6449002,1.0,0,blue
8193,8.3,48.40572205,-122.6449002,1.0,1,orange
8196,6.9,48.40572205,-122.6449002,0.99,1,orange
8199,6.2,48.40572205,-122.6449002,0.99,1,orange
8202,4.2,48.40572205,-122.6449002,0.99,0,blue
8205,7.8,48.40572205,-122.6449002,0.99,1,orange
8208,6.7,48.40572205,-122.6449002,0.95,1,orange
8211,6.3,48.40572205,-122.6449002,0.95,1,orange
8214,3.7,48.40572205,-122.6449002,0.95,0,blue
8217,6.9,48.40572205,-122.6449002,0.95,1,orange
8220,6.2,48.40572205,-122.6449002,0.89,1,orange
8223,6.2,48.40572205,-122.6449002,0.89,1,orange
8226,3.3,48.40572205,-122.6449002,0.89,0,blue
8229,6.0,48.40572205,-122.6449002,0.89,1,orange
8232,5.4,48.40572205,-122.6449002,0.82,1,orange
8235,5.8,48.40572205,-122.6449002,0.82,1,orange
8238,2.9,48.40572205,-122.6449002,0.82,0,blue
8241,5.0,48.40572205,-122.6449002,0.82,1,orange
8244,4.5,48.40572205,-122.6449002,0.74,0,blue
8247,5.2,48.40572205,-122.6449002,0.74,1,orange
8250,2.6,48.40572205,-122.6449002,0.74,0,blue
8253,4.1,48.40572205,-122.6449002,0.74,0,blue
8256,3.5,48.40572205,-122.6449002,0.65,0,blue
8259,4.6,48.40572205,-122.6449002,0.65,0,blue
8262,2.4,48.40572205,-122.6449002,0.65,0,blue
8265,3.3,48.40572205,-122.6449002,0.65,0,blue
8268,2.8,48.40572205,-122.6449002,0.56,0,blue
8271,4.2,48.40572205,-122.6449002,0.56,0,blue
8274,2.2,48.40572205,-122.6449002,0.56,0,blue
8277,3.2,48.40572205,-122.6449002,0.46,0,blue
8280,2.5,48.40572205,-122.6449002,0.46,0,blue
8283,4.1,48.40572205,-122.6449002,0.46,0,blue
8286,2.3,48.40572205,-122.6449002,0.46,0,blue
8289,3.4,48.40572205,-122.6449002,0.37,0,blue
8292,2.6,48.40572205,-122.6449002,0.37,0,blue
8295,4.4,48.40572205,-122.6449002,0.37,0,blue
8298,2.6,48.40572205,-122.6449002,0.37,0,blue
8301,3.8,48.40572205,-122.6449002,0.28,0,blue
8304,3.0,48.40572205,-122.6449002,0.28,0,blue
8307,4.9,48.40572205,-122.6449002,0.28,0,blue
8310,3.2,48.40572205,-122.6449002,0.28,0,blue
8313,4.2,48.40572205,-122.6449002,0.2,0,blue
8316,3.4,48.40572205,-122.6449002,0.2,0,blue
8319,5.7,48.40572205,-122.6449002,0.2,1,orange
8322,3.9,48.40572205,-122.6449002,0.2,0,blue
8325,4.6,48.40572205,-122.6449002,0.13,0,blue
8328,3.8,48.40572205,-122.6449002,0.13,0,blue
8331,6.5,48.40572205,-122.6449002,0.13,1,orange
8334,4.7,48.40572205,-122.6449002,0.13,0,blue
8336,4.9,48.40572205,-122.6449002,0.07,0,blue
8340,3.9,48.40572205,-122.6449002,0.07,0,blue
8343,7.2,48.40572205,-122.6449002,0.07,1,orange
8346,5.6,48.40572205,-122.6449002,0.07,1,orange
8349,5.1,48.40572205,-122.6449002,0.03,1,orange
8352,3.7,48.40572205,-122.6449002,0.03,0,blue
8355,7.6,48.40572205,-122.6449002,0.03,1,orange
8358,6.4,48.40572205,-122.6449002,0.03,1,orange
8361,5.4,48.40572205,-122.6449002,0.01,1,orange
8364,3.4,48.40572205,-122.6449002,0.01,0,blue
8367,7.7,48.40572205,-122.6449002,0.01,1,orange
8370,6.9,48.40572205,-122.6449002,0.0,1,orange
8373,5.7,48.40572205,-122.6449002,0.0,1,orange
8376,3.2,48.40572205,-122.6449002,0.0,0,blue
8379,7.5,48.40572205,-122.6449002,0.0,1,orange
