,Current_Speed_(knots),Latitude,Longitude,Moon Illuminated,clusters,cluster
4641,7.1,48.40572205,-122.6449002,0.16,1,orange
4644,4.5,48.40572205,-122.6449002,0.16,0,blue
4647,6.0,48.40572205,-122.6449002,0.16,1,orange
4650,5.5,48.40572205,-122.6449002,0.26,1,orange
4653,6.8,48.40572205,-122.6449002,0.26,1,orange
4656,4.0,48.40572205,-122.6449002,0.26,0,blue
4659,5.2,48.40572205,-122.6449002,0.26,1,orange
4662,5.0,48.40572205,-122.6449002,0.36,1,orange
4665,6.4,48.40572205,-122.6449002,0.36,1,orange
4668,3.6,48.40572205,-122.6449002,0.36,0,blue
4671,4.6,48.40572205,-122.6449002,0.36,0,blue
4674,4.4,48.40572205,-122.6449002,0.47,0,blue
4677,6.0,48.40572205,-122.6449002,0.47,1,orange
4680,3.8,48.40572205,-122.6449002,0.47,0,blue
4683,4.5,48.40572205,-122.6449002,0.58,0,blue
4686,3.8,48.40572205,-122.6449002,0.58,0,blue
4689,5.8,48.40572205,-122.6449002,0.58,1,orange
4692,4.5,48.40572205,-122.6449002,0.58,0,blue
4695,4.8,48.40572205,-122.6449002,0.68,0,blue
4698,3.4,48.40572205,-122.6449002,0.68,0,blue
4701,5.8,48.40572205,-122.6449002,0.68,1,orange
4704,5.2,48.40572205,-122.6449002,0.68,1,orange
4707,5.4,48.40572205,-122.6449002,0.77,1,orange
4710,3.4,48.40572205,-122.6449002,0.77,0,blue
4713,5.8,48.40572205,-122.6449002,0.77,1,orange
4716,5.7,48.40572205,-122.6449002,0.77,1,orange
4719,5.9,48.40572205,-122.6449002,0.84,1,orange
4722,3.5,48.40572205,-122.6449002,0.84,0,blue
4725,5.8,48.40572205,-122.6449002,0.84,1,orange
4728,5.8,48.40572205,-122.6449002,0.84,1,orange
4731,6.2,48.40572205,-122.6449002,0.91,1,orange
4734,3.7,48.40572205,-122.6449002,0.91,0,blue
4737,5.5,48.40572205,-122.6449002,0.91,1,orange
4740,5.4,48.40572205,-122.6449002,0.91,1,orange
4743,6.3,48.40572205,-122.6449002,0.96,1,orange
4746,3.8,48.40572205,-122.6449002,0.96,0,blue
4749,5.3,48.40572205,-122.6449002,0.96,1,orange
4752,4.9,48.40572205,-122.6449002,0.96,0,blue
4755,6.1,48.40572205,-122.6449002,0.99,1,orange
4758,4.0,48.40572205,-122.6449002,0.99,0,blue
4761,5.1,48.40572205,-122.6449002,0.99,1,orange
4764,4.5,48.40572205,-122.6449002,1.0,0,blue
4767,6.0,48.40572205,-122.6449002,1.0,1,orange
4770,4.1,48.40572205,-122.6449002,1.0,0,blue
4773,5.0,48.40572205,-122.6449002,1.0,1,orange
4776,4.3,48.40572205,-122.6449002,0.99,0,blue
4779,6.0,48.40572205,-122.6449002,0.99,1,orange
4782,4.3,48.40572205,-122.6449002,0.99,0,blue
4785,5.1,48.40572205,-122.6449002,0.99,1,orange
4788,4.3,48.40572205,-122.6449002,0.97,0,blue
4791,6.1,48.40572205,-122.6449002,0.97,1,orange
4794,4.4,48.40572205,-122.6449002,0.97,0,blue
4797,5.2,48.40572205,-122.6449002,0.97,1,orange
4800,4.3,48.40572205,-122.6449002,0.93,0,blue
4803,6.2,48.40572205,-122.6449002,0.93,1,orange
4806,4.4,48.40572205,-122.6449002,0.93,0,blue
4809,5.2,48.40572205,-122.6449002,0.93,1,orange
4812,4.4,48.40572205,-122.6449002,0.88,0,blue
4815,6.3,48.40572205,-122.6449002,0.88,1,orange
4818,4.4,48.40572205,-122.6449002,0.88,0,blue
4821,5.0,48.40572205,-122.6449002,0.88,1,orange
4824,4.2,48.40572205,-122.6449002,0.81,0,blue
4827,6.3,48.40572205,-122.6449002,0.81,1,orange
4830,4.2,48.40572205,-122.6449002,0.81,0,blue
4833,4.4,48.40572205,-122.6449002,0.81,0,blue
4836,3.7,48.40572205,-122.6449002,0.73,0,blue
4839,6.3,48.40572205,-122.6449002,0.73,1,orange
4842,4.0,48.40572205,-122.6449002,0.73,0,blue
4845,3.7,48.40572205,-122.6449002,0.73,0,blue
4848,3.1,48.40572205,-122.6449002,0.63,0,blue
4851,6.1,48.40572205,-122.6449002,0.63,1,orange
4854,4.0,48.40572205,-122.6449002,0.63,0,blue
4857,3.4,48.40572205,-122.6449002,0.53,0,blue
4860,2.4,48.40572205,-122.6449002,0.53,0,blue
4863,6.1,48.40572205,-122.6449002,0.53,1,orange
4866,4.4,48.40572205,-122.6449002,0.53,0,blue
4869,3.8,48.40572205,-122.6449002,0.43,0,blue
4872,2.0,48.40572205,-122.6449002,0.43,0,blue
4875,6.1,48.40572205,-122.6449002,0.43,1,orange
4878,4.9,48.40572205,-122.6449002,0.43,0,blue
4881,4.5,48.40572205,-122.6449002,0.32,0,blue
4884,2.0,48.40572205,-122.6449002,0.32,0,blue
4887,6.2,48.40572205,-122.6449002,0.32,1,orange
4890,5.4,48.40572205,-122.6449002,0.32,1,orange
4893,5.3,48.40572205,-122.6449002,0.22,1,orange
4896,2.5,48.40572205,-122.6449002,0.22,0,blue
4899,6.2,48.40572205,-122.6449002,0.22,1,orange
4902,5.9,48.40572205,-122.6449002,0.22,1,orange
4905,6.0,48.40572205,-122.6449002,0.13,1,orange
4908,3.3,48.40572205,-122.6449002,0.13,0,blue
4911,6.3,48.40572205,-122.6449002,0.13,1,orange
4914,6.2,48.40572205,-122.6449002,0.13,1,orange
4917,6.6,48.40572205,-122.6449002,0.06,1,orange
4920,4.1,48.40572205,-122.6449002,0.06,0,blue
4923,6.4,48.40572205,-122.6449002,0.06,1,orange
4926,6.2,48.40572205,-122.6449002,0.06,1,orange
4929,7.1,48.40572205,-122.6449002,0.02,1,orange
4932,4.7,48.40572205,-122.6449002,0.02,0,blue
4935,6.5,48.40572205,-122.6449002,0.02,1,orange
4938,6.2,48.40572205,-122.6449002,0.02,1,orange
4941,7.4,48.40572205,-122.6449002,0.0,1,orange
4944,5.1,48.40572205,-122.6449002,0.0,1,orange
4947,6.6,48.40572205,-122.6449002,0.0,1,orange
4950,6.1,48.40572205,-122.6449002,0.01,1,orange
4953,7.5,48.40572205,-122.6449002,0.01,1,orange
4956,5.2,48.40572205,-122.6449002,0.01,1,orange
4959,6.5,48.40572205,-122.6449002,0.01,1,orange
4962,6.0,48.40572205,-122.6449002,0.06,1,orange
4965,7.5,48.40572205,-122.6449002,0.06,1,orange
4968,5.1,48.40572205,-122.6449002,0.06,1,orange
4971,6.3,48.40572205,-122.6449002,0.06,1,orange
4974,5.8,48.40572205,-122.6449002,0.13,1,orange
4977,7.4,48.40572205,-122.6449002,0.13,1,orange
4980,4.8,48.40572205,-122.6449002,0.13,0,blue
4983,5.9,48.40572205,-122.6449002,0.13,1,orange
4986,5.4,48.40572205,-122.6449002,0.21,1,orange
4989,7.1,48.40572205,-122.6449002,0.21,1,orange
4992,4.4,48.40572205,-122.6449002,0.21,0,blue
4995,5.1,48.40572205,-122.6449002,0.21,1,orange
4998,4.7,48.40572205,-122.6449002,0.31,0,blue
5001,6.6,48.40572205,-122.6449002,0.31,1,orange
5004,4.2,48.40572205,-122.6449002,0.31,0,blue
5007,4.6,48.40572205,-122.6449002,0.41,0,blue
5010,3.7,48.40572205,-122.6449002,0.41,0,blue
5013,6.0,48.40572205,-122.6449002,0.41,1,orange
5016,4.3,48.40572205,-122.6449002,0.41,0,blue
5019,4.6,48.40572205,-122.6449002,0.52,0,blue
5022,2.9,48.40572205,-122.6449002,0.52,0,blue
5025,5.3,48.40572205,-122.6449002,0.52,1,orange
5028,4.5,48.40572205,-122.6449002,0.52,0,blue
5031,4.9,48.40572205,-122.6449002,0.62,0,blue
5034,2.5,48.40572205,-122.6449002,0.62,0,blue
5037,4.8,48.40572205,-122.6449002,0.62,0,blue
5040,4.8,48.40572205,-122.6449002,0.62,0,blue
5043,5.4,48.40572205,-122.6449002,0.71,1,orange
5046,2.7,48.40572205,-122.6449002,0.71,0,blue
5049,4.5,48.40572205,-122.6449002,0.71,0,blue
5052,4.8,48.40572205,-122.6449002,0.71,0,blue
5055,5.9,48.40572205,-122.6449002,0.79,1,orange
5058,3.2,48.40572205,-122.6449002,0.79,0,blue
5061,4.5,48.40572205,-122.6449002,0.79,0,blue
5064,4.6,48.40572205,-122.6449002,0.79,0,blue
5067,6.1,48.40572205,-122.6449002,0.87,1,orange
5070,3.7,48.40572205,-122.6449002,0.87,0,blue
5073,4.5,48.40572205,-122.6449002,0.87,0,blue
5076,4.3,48.40572205,-122.6449002,0.87,0,blue
5079,6.1,48.40572205,-122.6449002,0.92,1,orange
5082,4.1,48.40572205,-122.6449002,0.92,0,blue
5085,4.7,48.40572205,-122.6449002,0.92,0,blue
5088,4.0,48.40572205,-122.6449002,0.97,0,blue
5091,6.0,48.40572205,-122.6449002,0.97,1,orange
5094,4.4,48.40572205,-122.6449002,0.97,0,blue
5097,4.9,48.40572205,-122.6449002,0.97,0,blue
5100,4.1,48.40572205,-122.6449002,0.99,0,blue
5103,6.1,48.40572205,-122.6449002,0.99,1,orange
5106,4.6,48.40572205,-122.6449002,0.99,0,blue
5109,5.1,48.40572205,-122.6449002,0.99,1,orange
5112,4.2,48.40572205,-122.6449002,1.0,0,blue
5115,6.3,48.40572205,-122.6449002,1.0,1,orange
5118,4.7,48.40572205,-122.6449002,1.0,0,blue
5121,5.3,48.40572205,-122.6449002,1.0,1,orange
5124,4.4,48.40572205,-122.6449002,0.99,0,blue
5127,6.5,48.40572205,-122.6449002,0.99,1,orange
5130,4.8,48.40572205,-122.6449002,0.99,0,blue
5133,5.4,48.40572205,-122.6449002,0.99,1,orange
5136,4.6,48.40572205,-122.6449002,0.96,0,blue
5139,6.7,48.40572205,-122.6449002,0.96,1,orange
5142,4.9,48.40572205,-122.6449002,0.96,0,blue
5145,5.3,48.40572205,-122.6449002,0.96,1,orange
5148,4.5,48.40572205,-122.6449002,0.92,0,blue
5151,7.0,48.40572205,-122.6449002,0.92,1,orange
5154,5.0,48.40572205,-122.6449002,0.92,1,orange
5157,5.0,48.40572205,-122.6449002,0.92,1,orange
5160,4.1,48.40572205,-122.6449002,0.86,0,blue
5163,7.2,48.40572205,-122.6449002,0.86,1,orange
5166,5.1,48.40572205,-122.6449002,0.86,1,orange
5169,4.5,48.40572205,-122.6449002,0.86,0,blue
5172,3.4,48.40572205,-122.6449002,0.78,0,blue
5175,7.1,48.40572205,-122.6449002,0.78,1,orange
5178,5.2,48.40572205,-122.6449002,0.78,1,orange
5181,3.9,48.40572205,-122.6449002,0.78,0,blue
5184,2.5,48.40572205,-122.6449002,0.69,0,blue
5187,6.7,48.40572205,-122.6449002,0.69,1,orange
5190,5.2,48.40572205,-122.6449002,0.69,1,orange
5193,3.8,48.40572205,-122.6449002,0.59,0,blue
5196,1.8,48.40572205,-122.6449002,0.59,0,blue
5199,6.1,48.40572205,-122.6449002,0.59,1,orange
5202,5.1,48.40572205,-122.6449002,0.59,1,orange
5205,4.2,48.40572205,-122.6449002,0.48,0,blue
5208,1.5,48.40572205,-122.6449002,0.48,0,blue
5211,5.5,48.40572205,-122.6449002,0.48,1,orange
5214,5.2,48.40572205,-122.6449002,0.48,1,orange
5217,4.9,48.40572205,-122.6449002,0.37,0,blue
5220,1.9,48.40572205,-122.6449002,0.37,0,blue
5223,5.2,48.40572205,-122.6449002,0.37,1,orange
5226,5.2,48.40572205,-122.6449002,0.37,1,orange
5229,5.7,48.40572205,-122.6449002,0.26,1,orange
5232,2.8,48.40572205,-122.6449002,0.26,0,blue
5235,5.3,48.40572205,-122.6449002,0.26,1,orange
5238,5.3,48.40572205,-122.6449002,0.26,1,orange
5241,6.4,48.40572205,-122.6449002,0.17,1,orange
5244,3.9,48.40572205,-122.6449002,0.17,0,blue
5247,5.6,48.40572205,-122.6449002,0.17,1,orange
5250,5.5,48.40572205,-122.6449002,0.17,1,orange
5253,7.0,48.40572205,-122.6449002,0.09,1,orange
5256,4.8,48.40572205,-122.6449002,0.09,0,blue
5259,6.0,48.40572205,-122.6449002,0.09,1,orange
5262,5.7,48.40572205,-122.6449002,0.09,1,orange
5265,7.5,48.40572205,-122.6449002,0.03,1,orange
5268,5.3,48.40572205,-122.6449002,0.03,1,orange
5271,6.3,48.40572205,-122.6449002,0.03,1,orange
5274,5.9,48.40572205,-122.6449002,0.0,1,orange
5277,7.7,48.40572205,-122.6449002,0.0,1,orange
5280,5.5,48.40572205,-122.6449002,0.0,1,orange
5283,6.4,48.40572205,-122.6449002,0.0,1,orange
5286,5.9,48.40572205,-122.6449002,0.0,1,orange
5289,7.8,48.40572205,-122.6449002,0.0,1,orange
5292,5.5,48.40572205,-122.6449002,0.0,1,orange
5295,6.3,48.40572205,-122.6449002,0.0,1,orange
5298,5.8,48.40572205,-122.6449002,0.04,1,orange
5301,7.8,48.40572205,-122.6449002,0.04,1,orange
5304,5.4,48.40572205,-122.6449002,0.04,1,orange
5307,6.1,48.40572205,-122.6449002,0.04,1,orange
5310,5.5,48.40572205,-122.6449002,0.09,1,orange
5313,7.7,48.40572205,-122.6449002,0.09,1,orange
5316,5.3,48.40572205,-122.6449002,0.09,1,orange
5319,5.7,48.40572205,-122.6449002,0.09,1,orange
5322,4.8,48.40572205,-122.6449002,0.17,0,blue
5325,7.3,48.40572205,-122.6449002,0.17,1,orange
5328,5.1,48.40572205,-122.6449002,0.17,1,orange
5331,5.1,48.40572205,-122.6449002,0.17,1,orange
5334,3.9,48.40572205,-122.6449002,0.26,0,blue
5337,6.7,48.40572205,-122.6449002,0.26,1,orange
5340,4.8,48.40572205,-122.6449002,0.26,0,blue
5343,4.8,48.40572205,-122.6449002,0.35,0,blue
5346,2.9,48.40572205,-122.6449002,0.35,0,blue
5349,5.7,48.40572205,-122.6449002,0.35,1,orange
5352,4.5,48.40572205,-122.6449002,0.35,0,blue
5355,4.8,48.40572205,-122.6449002,0.45,0,blue
5358,2.1,48.40572205,-122.6449002,0.45,0,blue
5361,4.6,48.40572205,-122.6449002,0.45,0,blue
5364,4.2,48.40572205,-122.6449002,0.45,0,blue
5367,5.0,48.40572205,-122.6449002,0.55,1,orange
5370,2.0,48.40572205,-122.6449002,0.55,0,blue
5373,3.7,48.40572205,-122.6449002,0.55,0,blue
5376,3.8,48.40572205,-122.6449002,0.55,0,blue
5379,5.3,48.40572205,-122.6449002,0.65,1,orange
5382,2.4,48.40572205,-122.6449002,0.65,0,blue
5385,3.4,48.40572205,-122.6449002,0.65,0,blue
5388,3.5,48.40572205,-122.6449002,0.65,0,blue
5391,5.5,48.40572205,-122.6449002,0.74,1,orange
5394,3.1,48.40572205,-122.6449002,0.74,0,blue
5397,3.7,48.40572205,-122.6449002,0.74,0,blue
5400,3.4,48.40572205,-122.6449002,0.74,0,blue
5403,5.6,48.40572205,-122.6449002,0.82,1,orange
5406,3.8,48.40572205,-122.6449002,0.82,0,blue
5409,4.1,48.40572205,-122.6449002,0.82,0,blue
5412,3.4,48.40572205,-122.6449002,0.82,0,blue
5415,5.7,48.40572205,-122.6449002,0.88,1,orange
5418,4.2,48.40572205,-122.6449002,0.88,0,blue
5421,4.6,48.40572205,-122.6449002,0.88,0,blue
5424,3.7,48.40572205,-122.6449002,0.88,0,blue
5427,5.9,48.40572205,-122.6449002,0.94,1,orange
5430,4.4,48.40572205,-122.6449002,0.94,0,blue
5433,5.0,48.40572205,-122.6449002,0.94,1,orange
5436,4.1,48.40572205,-122.6449002,0.94,0,blue
5439,6.3,48.40572205,-122.6449002,0.97,1,orange
5442,4.7,48.40572205,-122.6449002,0.97,0,blue
5445,5.2,48.40572205,-122.6449002,0.97,1,orange
5448,4.5,48.40572205,-122.6449002,1.0,0,blue
5451,6.7,48.40572205,-122.6449002,1.0,1,orange
5454,5.0,48.40572205,-122.6449002,1.0,1,orange
5457,5.3,48.40572205,-122.6449002,1.0,1,orange
5460,4.6,48.40572205,-122.6449002,1.0,0,blue
5463,7.1,48.40572205,-122.6449002,1.0,1,orange
5466,5.2,48.40572205,-122.6449002,1.0,1,orange
5469,5.3,48.40572205,-122.6449002,1.0,1,orange
5472,4.5,48.40572205,-122.6449002,0.98,0,blue
5475,7.5,48.40572205,-122.6449002,0.98,1,orange
5478,5.6,48.40572205,-122.6449002,0.98,1,orange
5481,5.1,48.40572205,-122.6449002,0.98,1,orange
5484,4.1,48.40572205,-122.6449002,0.95,0,blue
5487,7.8,48.40572205,-122.6449002,0.95,1,orange
5490,6.0,48.40572205,-122.6449002,0.95,1,orange
5493,4.9,48.40572205,-122.6449002,0.95,0,blue
5496,3.5,48.40572205,-122.6449002,0.89,0,blue
5499,7.8,48.40572205,-122.6449002,0.89,1,orange
5502,6.2,48.40572205,-122.6449002,0.89,1,orange
5505,4.7,48.40572205,-122.6449002,0.89,0,blue
5508,2.8,48.40572205,-122.6449002,0.82,0,blue
5511,7.5,48.40572205,-122.6449002,0.82,1,orange
5514,6.3,48.40572205,-122.6449002,0.82,1,orange
5517,4.5,48.40572205,-122.6449002,0.82,0,blue
5520,2.1,48.40572205,-122.6449002,0.73,0,blue
5523,6.7,48.40572205,-122.6449002,0.73,1,orange
5526,6.0,48.40572205,-122.6449002,0.73,1,orange
5529,4.5,48.40572205,-122.6449002,0.63,0,blue
5532,1.7,48.40572205,-122.6449002,0.63,0,blue
5535,5.7,48.40572205,-122.6449002,0.63,1,orange
5538,5.5,48.40572205,-122.6449002,0.63,1,orange
5541,4.8,48.40572205,-122.6449002,0.52,0,blue
5544,1.7,48.40572205,-122.6449002,0.52,0,blue
5547,4.9,48.40572205,-122.6449002,0.52,0,blue
5550,5.0,48.40572205,-122.6449002,0.52,1,orange
5553,5.3,48.40572205,-122.6449002,0.4,1,orange
5556,2.3,48.40572205,-122.6449002,0.4,0,blue
5559,4.5,48.40572205,-122.6449002,0.4,0,blue
5562,4.8,48.40572205,-122.6449002,0.4,0,blue
5565,5.9,48.40572205,-122.6449002,0.29,1,orange
5568,3.3,48.40572205,-122.6449002,0.29,0,blue
5571,4.7,48.40572205,-122.6449002,0.29,0,blue
5574,4.8,48.40572205,-122.6449002,0.29,0,blue
5577,6.6,48.40572205,-122.6449002,0.19,1,orange
5580,4.4,48.40572205,-122.6449002,0.19,0,blue
5583,5.3,48.40572205,-122.6449002,0.19,1,orange
5586,5.1,48.40572205,-122.6449002,0.19,1,orange
5589,7.2,48.40572205,-122.6449002,0.11,1,orange
5592,5.2,48.40572205,-122.6449002,0.11,1,orange
5595,5.9,48.40572205,-122.6449002,0.11,1,orange
5598,5.6,48.40572205,-122.6449002,0.11,1,orange
5601,7.7,48.40572205,-122.6449002,0.05,1,orange
5604,5.6,48.40572205,-122.6449002,0.05,1,orange
5607,6.2,48.40572205,-122.6449002,0.05,1,orange
5610,5.9,48.40572205,-122.6449002,0.01,1,orange
5613,8.0,48.40572205,-122.6449002,0.01,1,orange
5616,5.8,48.40572205,-122.6449002,0.01,1,orange
5619,6.2,48.40572205,-122.6449002,0.01,1,orange
5622,5.8,48.40572205,-122.6449002,0.0,1,orange
5625,8.1,48.40572205,-122.6449002,0.0,1,orange
5628,5.9,48.40572205,-122.6449002,0.0,1,orange
5631,6.1,48.40572205,-122.6449002,0.0,1,orange
5634,5.4,48.40572205,-122.6449002,0.02,1,orange
5637,8.0,48.40572205,-122.6449002,0.02,1,orange
5640,6.0,48.40572205,-122.6449002,0.02,1,orange
5643,5.9,48.40572205,-122.6449002,0.02,1,orange
5646,4.8,48.40572205,-122.6449002,0.06,0,blue
5649,7.7,48.40572205,-122.6449002,0.06,1,orange
5652,5.9,48.40572205,-122.6449002,0.06,1,orange
5655,5.7,48.40572205,-122.6449002,0.06,1,orange
5658,4.0,48.40572205,-122.6449002,0.13,0,blue
5661,7.1,48.40572205,-122.6449002,0.13,1,orange
5664,5.6,48.40572205,-122.6449002,0.13,1,orange
5667,5.4,48.40572205,-122.6449002,0.13,1,orange
5670,3.1,48.40572205,-122.6449002,0.21,0,blue
5673,6.2,48.40572205,-122.6449002,0.21,1,orange
5676,5.0,48.40572205,-122.6449002,0.21,1,orange
5679,5.1,48.40572205,-122.6449002,0.3,1,orange
5682,2.4,48.40572205,-122.6449002,0.3,0,blue
5685,5.1,48.40572205,-122.6449002,0.3,1,orange
5688,4.3,48.40572205,-122.6449002,0.3,0,blue
5691,4.9,48.40572205,-122.6449002,0.39,0,blue
5693,1.9,48.40572205,-122.6449002,0.39,0,blue
5697,3.9,48.40572205,-122.6449002,0.39,0,blue
5700,3.5,48.40572205,-122.6449002,0.39,0,blue
5703,4.8,48.40572205,-122.6449002,0.49,0,blue
5706,1.9,48.40572205,-122.6449002,0.49,0,blue
5709,3.0,48.40572205,-122.6449002,0.49,0,blue
5712,2.9,48.40572205,-122.6449002,0.49,0,blue
5715,4.7,48.40572205,-122.6449002,0.58,0,blue
5718,2.3,48.40572205,-122.6449002,0.58,0,blue
5721,2.9,48.40572205,-122.6449002,0.58,0,blue
5724,2.6,48.40572205,-122.6449002,0.58,0,blue
5727,4.7,48.40572205,-122.6449002,0.67,0,blue
5730,2.9,48.40572205,-122.6449002,0.67,0,blue
5733,3.4,48.40572205,-122.6449002,0.67,0,blue
5736,2.7,48.40572205,-122.6449002,0.67,0,blue
5739,4.9,48.40572205,-122.6449002,0.76,0,blue
5742,3.4,48.40572205,-122.6449002,0.76,0,blue
5745,4.0,48.40572205,-122.6449002,0.76,0,blue
5748,3.1,48.40572205,-122.6449002,0.76,0,blue
5751,5.4,48.40572205,-122.6449002,0.83,1,orange
5754,3.8,48.40572205,-122.6449002,0.83,0,blue
5757,4.6,48.40572205,-122.6449002,0.83,0,blue
5760,3.7,48.40572205,-122.6449002,0.83,0,blue
5763,6.0,48.40572205,-122.6449002,0.9,1,orange
5766,4.3,48.40572205,-122.6449002,0.9,0,blue
5769,4.9,48.40572205,-122.6449002,0.9,0,blue
5772,4.3,48.40572205,-122.6449002,0.9,0,blue
5775,6.6,48.40572205,-122.6449002,0.95,1,orange
5778,4.8,48.40572205,-122.6449002,0.95,0,blue
5781,5.1,48.40572205,-122.6449002,0.95,1,orange
5784,4.5,48.40572205,-122.6449002,0.98,0,blue
5787,7.3,48.40572205,-122.6449002,0.98,1,orange
5790,5.3,48.40572205,-122.6449002,0.98,1,orange
5793,5.1,48.40572205,-122.6449002,0.98,1,orange
5796,4.4,48.40572205,-122.6449002,1.0,0,blue
5799,7.8,48.40572205,-122.6449002,1.0,1,orange
5802,5.9,48.40572205,-122.6449002,1.0,1,orange
5805,5.1,48.40572205,-122.6449002,1.0,1,orange
5808,4.0,48.40572205,-122.6449002,0.99,0,blue
5811,8.1,48.40572205,-122.6449002,0.99,1,orange
5814,6.4,48.40572205,-122.6449002,0.99,1,orange
5817,5.1,48.40572205,-122.6449002,0.99,1,orange
5820,3.5,48.40572205,-122.6449002,0.96,0,blue
5823,8.1,48.40572205,-122.6449002,0.96,1,orange
5826,6.8,48.40572205,-122.6449002,0.96,1,orange
5829,5.2,48.40572205,-122.6449002,0.96,1,orange
5832,3.0,48.40572205,-122.6449002,0.92,0,blue
5835,7.8,48.40572205,-122.6449002,0.92,1,orange
5838,7.0,48.40572205,-122.6449002,0.92,1,orange
5841,5.4,48.40572205,-122.6449002,0.92,1,orange
5844,2.6,48.40572205,-122.6449002,0.85,0,blue
5847,7.3,48.40572205,-122.6449002,0.85,1,orange
5850,6.8,48.40572205,-122.6449002,0.85,1,orange
5853,5.5,48.40572205,-122.6449002,0.85,1,orange
5856,2.4,48.40572205,-122.6449002,0.76,0,blue
5859,6.4,48.40572205,-122.6449002,0.76,1,orange
5862,6.2,48.40572205,-122.6449002,0.76,1,orange
5865,5.5,48.40572205,-122.6449002,0.76,1,orange
5868,2.3,48.40572205,-122.6449002,0.66,0,blue
5871,5.3,48.40572205,-122.6449002,0.66,1,orange
5874,5.4,48.40572205,-122.6449002,0.66,1,orange
5877,5.5,48.40572205,-122.6449002,0.55,1,orange
5880,2.4,48.40572205,-122.6449002,0.55,0,blue
5883,4.5,48.40572205,-122.6449002,0.55,0,blue
5886,4.7,48.40572205,-122.6449002,0.55,0,blue
5889,5.7,48.40572205,-122.6449002,0.43,1,orange
5892,2.8,48.40572205,-122.6449002,0.43,0,blue
5895,4.3,48.40572205,-122.6449002,0.43,0,blue
5898,4.4,48.40572205,-122.6449002,0.43,0,blue
5901,6.1,48.40572205,-122.6449002,0.32,1,orange
5904,3.6,48.40572205,-122.6449002,0.32,0,blue
5907,4.6,48.40572205,-122.6449002,0.32,0,blue
5910,4.6,48.40572205,-122.6449002,0.32,0,blue
5913,6.6,48.40572205,-122.6449002,0.22,1,orange
5916,4.5,48.40572205,-122.6449002,0.22,0,blue
5919,5.2,48.40572205,-122.6449002,0.22,1,orange
5922,5.1,48.40572205,-122.6449002,0.22,1,orange
5925,7.3,48.40572205,-122.6449002,0.13,1,orange
5928,5.3,48.40572205,-122.6449002,0.13,1,orange
5931,5.7,48.40572205,-122.6449002,0.13,1,orange
5934,5.5,48.40572205,-122.6449002,0.13,1,orange
5937,7.8,48.40572205,-122.6449002,0.06,1,orange
5940,5.9,48.40572205,-122.6449002,0.06,1,orange
5943,6.0,48.40572205,-122.6449002,0.06,1,orange
5946,5.6,48.40572205,-122.6449002,0.02,1,orange
5949,8.2,48.40572205,-122.6449002,0.02,1,orange
5952,6.3,48.40572205,-122.6449002,0.02,1,orange
5955,6.0,48.40572205,-122.6449002,0.02,1,orange
5958,5.3,48.40572205,-122.6449002,0.0,1,orange
5961,8.2,48.40572205,-122.6449002,0.0,1,orange
5964,6.5,48.40572205,-122.6449002,0.0,1,orange
5967,6.0,48.40572205,-122.6449002,0.0,1,orange
5970,4.7,48.40572205,-122.6449002,0.01,0,blue
5973,7.9,48.40572205,-122.6449002,0.01,1,orange
5976,6.5,48.40572205,-122.6449002,0.01,1,orange
5979,6.0,48.40572205,-122.6449002,0.01,1,orange
5982,4.0,48.40572205,-122.6449002,0.04,0,blue
5985,7.2,48.40572205,-122.6449002,0.04,1,orange
5988,6.2,48.40572205,-122.6449002,0.04,1,orange
5991,5.9,48.40572205,-122.6449002,0.04,1,orange
5994,3.4,48.40572205,-122.6449002,0.09,0,blue
5997,6.4,48.40572205,-122.6449002,0.09,1,orange
6000,5.6,48.40572205,-122.6449002,0.09,1,orange
6003,5.7,48.40572205,-122.6449002,0.09,1,orange
6006,2.9,48.40572205,-122.6449002,0.16,0,blue
6009,5.5,48.40572205,-122.6449002,0.16,1,orange
6012,4.8,48.40572205,-122.6449002,0.16,0,blue
6015,5.3,48.40572205,-122.6449002,0.16,1,orange
6018,2.5,48.40572205,-122.6449002,0.24,0,blue
6021,4.6,48.40572205,-122.6449002,0.24,0,blue
6024,4.1,48.40572205,-122.6449002,0.24,0,blue
6027,4.8,48.40572205,-122.6449002,0.24,0,blue
6029,2.3,48.40572205,-122.6449002,0.33,0,blue
6033,3.7,48.40572205,-122.6449002,0.33,0,blue
6036,3.3,48.40572205,-122.6449002,0.33,0,blue
6039,4.5,48.40572205,-122.6449002,0.42,0,blue
6041,2.2,48.40572205,-122.6449002,0.42,0,blue
6045,3.0,48.40572205,-122.6449002,0.42,0,blue
6048,2.7,48.40572205,-122.6449002,0.42,0,blue
6051,4.3,48.40572205,-122.6449002,0.51,0,blue
6053,2.2,48.40572205,-122.6449002,0.51,0,blue
6057,2.9,48.40572205,-122.6449002,0.51,0,blue
6060,2.6,48.40572205,-122.6449002,0.51,0,blue
6063,4.4,48.40572205,-122.6449002,0.61,0,blue
6066,2.4,48.40572205,-122.6449002,0.61,0,blue
6069,3.3,48.40572205,-122.6449002,0.61,0,blue
6072,2.8,48.40572205,-122.6449002,0.61,0,blue
6075,4.8,48.40572205,-122.6449002,0.7,0,blue
6078,2.9,48.40572205,-122.6449002,0.7,0,blue
6081,3.9,48.40572205,-122.6449002,0.7,0,blue
