,Current_Speed_(knots),Height (cm),Height (ft),Moon Illuminated,Current speed category
15098,,355.0,11.66,0.91,
15099,0.0,,,0.91,No Current
15100,5.1,,,0.91,Strong Current
15101,,5.0,0.17,0.91,
15102,0.0,,,0.91,No Current
15103,5.8,,,0.91,Strong Current
15104,,414.0,13.59,0.91,
15105,0.0,,,0.91,No Current
15106,5.1,,,0.91,Strong Current
15107,,55.0,1.81,0.82,
15108,0.0,,,0.82,No Current
15109,4.5,,,0.82,Strong Current
15110,,343.0,11.24,0.82,
15111,0.0,,,0.82,No Current
15112,4.4,,,0.82,Strong Current
15113,,59.0,1.95,0.82,
15114,0.0,,,0.82,No Current
15115,5.1,,,0.82,Strong Current
15116,,412.0,13.51,0.82,
15117,0.0,,,0.82,No Current
15118,5.3,,,0.73,Strong Current
15119,,23.0,0.76,0.73,
15120,0.0,,,0.73,No Current
15121,4.5,,,0.73,Strong Current
15122,,329.0,10.78,0.73,
15123,0.0,,,0.73,No Current
15124,3.4,,,0.73,Strong Current
15125,,118.0,3.88,0.73,
15126,0.0,,,0.73,No Current
15127,4.2,,,0.73,Strong Current
15128,,401.0,13.17,0.73,
15129,0.0,,,0.73,No Current
15130,5.2,,,0.62,Strong Current
15131,,2.0,0.05,0.62,
15132,0.0,,,0.62,No Current
15133,4.4,,,0.62,Strong Current
15134,,318.0,10.43,0.62,
15135,0.0,,,0.62,No Current
15136,2.5,,,0.62,Strong Current
15137,,175.0,5.74,0.62,
15138,0.0,,,0.62,No Current
15139,3.2,,,0.62,Strong Current
15140,,383.0,12.58,0.62,
15141,0.0,,,0.62,No Current
15142,4.8,,,0.51,Strong Current
15143,,9.0,0.3,0.51,
15144,0.0,,,0.51,No Current
15145,4.2,,,0.51,Strong Current
15146,0.0,,,0.51,No Current
15147,,318.0,10.44,0.51,
15148,1.7,,,0.51,Strong Current
15149,,221.0,7.25,0.51,
15150,0.0,,,0.51,No Current
15151,2.1,,,0.51,Strong Current
15152,,360.0,11.82,0.51,
15153,0.0,,,0.51,No Current
15154,4.3,,,0.4,Strong Current
15155,,12.0,0.39,0.4,
15156,0.0,,,0.4,No Current
15157,4.1,,,0.4,Strong Current
15158,0.0,,,0.4,No Current
15159,,334.0,10.97,0.4,
15160,1.5,,,0.4,Strong Current
15161,,244.0,8.01,0.4,
15162,0.0,,,0.4,No Current
15163,1.4,,,0.4,Strong Current
15164,,337.0,11.05,0.3,
15165,0.0,,,0.3,No Current
15166,3.9,,,0.3,Strong Current
15167,,12.0,0.39,0.3,
15168,0.0,,,0.3,No Current
15169,4.1,,,0.3,Strong Current
15170,0.0,,,0.3,No Current
15171,,357.0,11.7,0.3,
15172,1.9,,,0.3,Strong Current
15173,,238.0,7.8,0.3,
15174,0.0,,,0.3,No Current
15175,1.3,,,0.3,Strong Current
15176,,320.0,10.51,0.21,
15177,0.0,,,0.21,No Current
15178,3.8,,,0.21,Strong Current
15179,,13.0,0.44,0.21,
15180,0.0,,,0.21,No Current
15181,4.3,,,0.21,Strong Current
15182,0.0,,,0.21,No Current
15183,,372.0,12.22,0.21,
15184,2.4,,,0.21,Strong Current
15185,,218.0,7.15,0.21,
15186,0.0,,,0.21,No Current
15187,1.7,,,0.13,Strong Current
15188,,315.0,10.33,0.13,
15189,0.0,,,0.13,No Current
15190,4.0,,,0.13,Strong Current
15191,,16.0,0.51,0.13,
15192,0.0,,,0.13,No Current
15193,4.5,,,0.13,Strong Current
15194,0.0,,,0.13,No Current
15195,,380.0,12.46,0.13,
15196,2.8,,,0.13,Strong Current
15197,,197.0,6.45,0.13,
15198,0.0,,,0.13,No Current
15199,2.2,,,0.07,Strong Current
15200,,318.0,10.42,0.07,
15201,0.0,,,0.07,No Current
15202,4.3,,,0.07,Strong Current
15203,,16.0,0.53,0.07,
15204,0.0,,,0.07,No Current
15205,4.8,,,0.07,Strong Current
15206,0.0,,,0.07,No Current
15207,,380.0,12.47,0.07,
15208,3.1,,,0.07,Strong Current
15209,,176.0,5.79,0.07,
15210,0.0,,,0.07,No Current
15211,2.7,,,0.03,Strong Current
15212,,322.0,10.58,0.03,
15213,0.0,,,0.03,No Current
15214,4.5,,,0.03,Strong Current
15215,,12.0,0.39,0.03,
15216,0.0,,,0.03,No Current
15217,4.9,,,0.03,Strong Current
15218,0.0,,,0.03,No Current
15219,,377.0,12.36,0.03,
15220,3.3,,,0.03,Strong Current
15221,,157.0,5.16,0.01,
15222,0.0,,,0.01,No Current
15223,3.0,,,0.01,Strong Current
15224,,326.0,10.69,0.01,
15225,0.0,,,0.01,No Current
15226,4.6,,,0.01,Strong Current
15227,,1.0,0.04,0.01,
15228,0.0,,,0.01,No Current
15229,4.9,,,0.01,Strong Current
15230,,372.0,12.22,0.01,
15231,0.0,,,0.01,No Current
15232,3.5,,,0.01,Strong Current
15233,,137.0,4.5,0.0,
15234,0.0,,,0.0,No Current
15235,3.2,,,0.0,Strong Current
15236,,327.0,10.73,0.0,
15237,0.0,,,0.0,No Current
15238,4.6,,,0.0,Strong Current
15239,,16.0,0.53,0.0,
15240,0.0,,,0.0,No Current
15241,4.9,,,0.0,Strong Current
15242,,370.0,12.15,0.0,
15243,0.0,,,0.0,No Current
15244,3.8,,,0.0,Strong Current
15245,,116.0,3.79,0.01,
15246,0.0,,,0.01,No Current
15247,3.4,,,0.01,Strong Current
15248,,327.0,10.72,0.01,
15249,0.0,,,0.01,No Current
15250,4.4,,,0.01,Strong Current
15251,,40.0,1.32,0.01,
15252,0.0,,,0.01,No Current
15253,4.7,,,0.01,Strong Current
15254,,370.0,12.13,0.01,
15255,0.0,,,0.01,No Current
15256,4.1,,,0.01,Strong Current
15257,,92.0,3.03,0.05,
15258,0.0,,,0.05,No Current
15259,3.6,,,0.05,Strong Current
15260,,326.0,10.68,0.05,
15261,0.0,,,0.05,No Current
15262,4.0,,,0.05,Strong Current
15263,,70.0,2.3,0.05,
15264,0.0,,,0.05,No Current
15265,4.5,,,0.05,Strong Current
15266,,369.0,12.09,0.05,
15267,0.0,,,0.05,No Current
15268,4.4,,,0.05,Strong Current
15269,,69.0,2.28,0.09,
15270,0.0,,,0.09,No Current
15271,3.8,,,0.09,Strong Current
15272,,324.0,10.62,0.09,
15273,0.0,,,0.09,No Current
15274,3.6,,,0.09,Strong Current
15275,,105.0,3.43,0.09,
15276,0.0,,,0.09,No Current
15277,4.2,,,0.09,Strong Current
15278,,364.0,11.94,0.09,
15279,0.0,,,0.09,No Current
15280,4.5,,,0.09,Strong Current
15281,,49.0,1.61,0.15,
15282,0.0,,,0.15,No Current
15283,3.9,,,0.15,Strong Current
15284,,322.0,10.55,0.15,
15285,0.0,,,0.15,No Current
15286,3.1,,,0.15,Strong Current
15287,,141.0,4.64,0.15,
15288,0.0,,,0.15,No Current
15289,3.7,,,0.15,Strong Current
15290,,355.0,11.65,0.15,
15291,0.0,,,0.15,No Current
15292,4.5,,,0.23,Strong Current
15293,,34.0,1.11,0.23,
15294,0.0,,,0.23,No Current
15295,4.0,,,0.23,Strong Current
15296,,318.0,10.44,0.23,
15297,0.0,,,0.23,No Current
15298,2.6,,,0.23,Strong Current
15299,,178.0,5.85,0.23,
15300,0.0,,,0.23,No Current
15301,3.0,,,0.23,Strong Current
15302,,343.0,11.24,0.23,
15303,0.0,,,0.23,No Current
15304,4.3,,,0.31,Strong Current
15305,,24.0,0.8,0.31,
15306,0.0,,,0.31,No Current
15307,4.0,,,0.31,Strong Current
15308,0.0,,,0.31,No Current
15309,,314.0,10.3,0.31,
15310,2.1,,,0.31,Strong Current
15311,,213.0,6.98,0.31,
15312,0.0,,,0.31,No Current
15313,2.3,,,0.31,Strong Current
15314,,328.0,10.77,0.31,
15315,0.0,,,0.31,No Current
15316,4.0,,,0.41,Strong Current
15317,,20.0,0.66,0.41,
15318,0.0,,,0.41,No Current
15319,3.8,,,0.41,Strong Current
15320,0.0,,,0.41,No Current
15321,,312.0,10.22,0.41,
15322,1.7,,,0.41,Strong Current
15323,,242.0,7.94,0.41,
15324,0.0,,,0.41,No Current
15325,1.7,,,0.41,Strong Current
15326,,314.0,10.29,0.41,
15327,0.0,,,0.41,No Current
15328,3.6,,,0.51,Strong Current
15329,,18.0,0.58,0.51,
15330,0.0,,,0.51,No Current
15331,3.6,,,0.51,Strong Current
15332,0.0,,,0.51,No Current
15333,,317.0,10.39,0.51,
15334,1.4,,,0.51,Strong Current
15335,,260.0,8.53,0.51,
15336,0.0,,,0.51,No Current
15337,1.3,,,0.51,Strong Current
15338,,301.0,9.86,0.51,
15339,0.0,,,0.51,No Current
15340,3.4,,,0.61,Strong Current
15341,,12.0,0.4,0.61,
15342,0.0,,,0.61,No Current
15343,3.5,,,0.61,Strong Current
15344,0.0,,,0.61,No Current
15345,,332.0,10.89,0.61,
15346,1.4,,,0.61,Strong Current
15347,0.0,,,0.61,No Current
15348,,256.0,8.4,0.61,
15349,1.2,,,0.61,Strong Current
15350,,294.0,9.64,0.71,
15351,0.0,,,0.71,No Current
15352,3.5,,,0.71,Strong Current
15353,,0.0,0.01,0.71,
15354,0.0,,,0.71,No Current
15355,3.7,,,0.71,Strong Current
15356,0.0,,,0.71,No Current
15357,,348.0,11.43,0.71,
15358,1.8,,,0.71,Strong Current
15359,0.0,,,0.71,No Current
15360,,238.0,7.82,0.71,
15361,1.6,,,0.71,Strong Current
15362,,300.0,9.85,0.81,
15363,0.0,,,0.81,No Current
15364,4.0,,,0.81,Strong Current
15365,,16.0,0.52,0.81,
15366,0.0,,,0.81,No Current
15367,4.2,,,0.81,Strong Current
15368,0.0,,,0.81,No Current
15369,,362.0,11.89,0.81,
15370,2.3,,,0.81,Strong Current
15371,,212.0,6.97,0.81,
15372,0.0,,,0.81,No Current
15373,2.3,,,0.89,Strong Current
15374,,317.0,10.4,0.89,
15375,0.0,,,0.89,No Current
15376,4.6,,,0.89,Strong Current
15377,,29.0,0.96,0.89,
15378,0.0,,,0.89,No Current
15379,4.8,,,0.89,Strong Current
15380,,375.0,12.29,0.89,
15381,0.0,,,0.89,No Current
15382,3.0,,,0.89,Strong Current
15383,,178.0,5.85,0.89,
15384,0.0,,,0.89,No Current
15385,3.1,,,0.95,Strong Current
15386,,337.0,11.07,0.95,
15387,0.0,,,0.95,No Current
15388,5.1,,,0.95,Strong Current
15389,,33.0,1.08,0.95,
15390,0.0,,,0.95,No Current
15391,5.4,,,0.95,Strong Current
15392,,386.0,12.67,0.95,
15393,0.0,,,0.95,No Current
15394,3.7,,,0.95,Strong Current
15395,,136.0,4.46,0.95,
15396,0.0,,,0.95,No Current
15397,3.8,,,0.99,Strong Current
15398,,356.0,11.67,0.99,
15399,0.0,,,0.99,No Current
15400,5.3,,,0.99,Strong Current
15401,,22.0,0.73,0.99,
15402,0.0,,,0.99,No Current
15403,5.8,,,0.99,Strong Current
15404,,397.0,13.02,0.99,
15405,0.0,,,0.99,No Current
15406,4.4,,,0.99,Strong Current
15407,,89.0,2.92,0.99,
15408,0.0,,,1.0,No Current
15409,4.5,,,1.0,Strong Current
15410,,369.0,12.09,1.0,
15411,0.0,,,1.0,No Current
15412,5.3,,,1.0,Strong Current
15413,,4.0,0.12,1.0,
15414,0.0,,,1.0,No Current
15415,5.8,,,1.0,Strong Current
15416,,406.0,13.31,1.0,
15417,0.0,,,1.0,No Current
15418,5.1,,,1.0,Strong Current
15419,,42.0,1.38,0.98,
15420,0.0,,,0.98,No Current
15421,5.1,,,0.98,Strong Current
15422,,376.0,12.32,0.98,
15423,0.0,,,0.98,No Current
15424,4.9,,,0.98,Strong Current
15425,,43.0,1.4,0.98,
15426,0.0,,,0.98,No Current
15427,5.5,,,0.98,Strong Current
15428,,410.0,13.45,0.98,
15429,0.0,,,0.98,No Current
15430,5.6,,,0.98,Strong Current
15431,,1.0,0.04,0.93,
15432,0.0,,,0.93,No Current
15433,5.4,,,0.93,Strong Current
15434,,376.0,12.35,0.93,
15435,0.0,,,0.93,No Current
15436,4.4,,,0.93,Strong Current
15437,,90.0,2.95,0.93,
15438,0.0,,,0.93,No Current
15439,4.9,,,0.93,Strong Current
15440,,408.0,13.37,0.93,
15441,0.0,,,0.93,No Current
15442,5.8,,,0.93,Strong Current
15443,,28.0,0.93,0.85,
15444,0.0,,,0.85,No Current
15445,5.6,,,0.85,Strong Current
15446,,372.0,12.22,0.85,
15447,0.0,,,0.85,No Current
15448,3.7,,,0.85,Strong Current
15449,,139.0,4.56,0.85,
15450,0.0,,,0.85,No Current
15451,4.0,,,0.85,Strong Current
15452,,396.0,13.0,0.85,
15453,0.0,,,0.85,No Current
15454,5.6,,,0.85,Strong Current
15455,,43.0,1.4,0.76,
15456,0.0,,,0.76,No Current
15457,5.4,,,0.76,Strong Current
15458,,365.0,11.97,0.76,
15459,0.0,,,0.76,No Current
15460,3.0,,,0.76,Strong Current
15461,,184.0,6.05,0.76,
15462,0.0,,,0.76,No Current
15463,3.1,,,0.76,Strong Current
15464,,376.0,12.35,0.76,
15465,0.0,,,0.76,No Current
15466,5.1,,,0.66,Strong Current
15467,,41.0,1.35,0.66,
15468,0.0,,,0.66,No Current
15469,5.0,,,0.66,Strong Current
15470,0.0,,,0.66,No Current
15471,,357.0,11.7,0.66,
15472,2.3,,,0.66,Strong Current
15473,,220.0,7.22,0.66,
15474,0.0,,,0.66,No Current
15475,2.1,,,0.66,Strong Current
15476,,349.0,11.46,0.66,
15477,0.0,,,0.66,No Current
15478,4.4,,,0.55,Strong Current
15479,,27.0,0.89,0.55,
15480,0.0,,,0.55,No Current
15481,4.5,,,0.55,Strong Current
15482,0.0,,,0.55,No Current
15483,,353.0,11.58,0.55,
15484,1.9,,,0.55,Strong Current
15485,,239.0,7.84,0.55,
15486,0.0,,,0.55,No Current
15487,1.4,,,0.55,Strong Current
15488,,319.0,10.47,0.55,
15489,0.0,,,0.55,No Current
15490,3.7,,,0.44,Strong Current
15491,,7.0,0.23,0.44,
15492,0.0,,,0.44,No Current
15493,4.0,,,0.44,Strong Current
15494,0.0,,,0.44,No Current
15495,,358.0,11.74,0.44,
15496,1.9,,,0.44,Strong Current
15497,0.0,,,0.44,No Current
15498,,231.0,7.57,0.44,
15499,1.1,,,0.44,Strong Current
15500,,294.0,9.65,0.44,
15501,0.0,,,0.34,No Current
15502,3.3,,,0.34,Strong Current
15503,,11.0,0.35,0.34,
15504,0.0,,,0.34,No Current
15505,3.8,,,0.34,Strong Current
15506,0.0,,,0.34,No Current
15507,,366.0,12.01,0.34,
15508,2.3,,,0.34,Strong Current
15509,0.0,,,0.34,No Current
15510,,205.0,6.72,0.34,
15511,1.4,,,0.34,Strong Current
15512,,283.0,9.29,0.25,
15513,0.0,,,0.25,No Current
15514,3.4,,,0.25,Strong Current
15515,,21.0,0.69,0.25,
15516,0.0,,,0.25,No Current
15517,3.9,,,0.25,Strong Current
15518,0.0,,,0.25,No Current
15519,,372.0,12.19,0.25,
15520,2.8,,,0.25,Strong Current
15521,0.0,,,0.25,No Current
15522,,176.0,5.78,0.25,
15523,2.0,,,0.17,Strong Current
15524,,287.0,9.42,0.17,
15525,0.0,,,0.17,No Current
15526,3.7,,,0.17,Strong Current
15527,,27.0,0.88,0.17,
15528,0.0,,,0.17,No Current
15529,4.2,,,0.17,Strong Current
15530,0.0,,,0.17,No Current
15531,,373.0,12.24,0.17,
15532,3.1,,,0.17,Strong Current
15533,,149.0,4.88,0.17,
15534,0.0,,,0.17,No Current
15535,2.6,,,0.1,Strong Current
15536,,298.0,9.79,0.1,
15537,0.0,,,0.1,No Current
15538,3.9,,,0.1,Strong Current
15539,,34.0,1.1,0.1,
15540,0.0,,,0.1,No Current
15541,4.4,,,0.1,Strong Current
15542,,371.0,12.18,0.1,
15543,0.0,,,0.1,No Current
15544,3.5,,,0.1,Strong Current
15545,,123.0,4.05,0.1,
15546,0.0,,,0.1,No Current
15547,3.1,,,0.05,Strong Current
15548,,310.0,10.18,0.05,
15549,0.0,,,0.05,No Current
15550,4.0,,,0.05,Strong Current
15551,,46.0,1.5,0.05,
15552,0.0,,,0.05,No Current
15553,4.5,,,0.05,Strong Current
15554,,368.0,12.07,0.05,
15555,0.0,,,0.05,No Current
15556,3.8,,,0.05,Strong Current
15557,,99.0,3.25,0.05,
15558,0.0,,,0.05,No Current
15559,3.5,,,0.02,Strong Current
15560,0.0,,,0.02,No Current
15561,,320.0,10.51,0.02,
15562,3.9,,,0.02,Strong Current
15563,,64.0,2.1,0.02,
15564,0.0,,,0.02,No Current
15565,4.4,,,0.02,Strong Current
15566,,366.0,12.0,0.02,
15567,0.0,,,0.02,No Current
15568,4.1,,,0.02,Strong Current
15569,,74.0,2.44,0.02,
15570,0.0,,,0.0,No Current
15571,3.8,,,0.0,Strong Current
15572,,329.0,10.81,0.0,
15573,0.0,,,0.0,No Current
15574,3.8,,,0.0,Strong Current
15575,,88.0,2.88,0.0,
15576,0.0,,,0.0,No Current
15577,4.2,,,0.0,Strong Current
15578,,364.0,11.95,0.0,
15579,0.0,,,0.0,No Current
15580,4.4,,,0.0,Strong Current
15581,,50.0,1.63,0.0,
15582,0.0,,,0.0,No Current
15583,4.1,,,0.0,Strong Current
15584,,338.0,11.1,0.0,
15585,0.0,,,0.0,No Current
15586,3.5,,,0.0,Strong Current
15587,,116.0,3.79,0.0,
15588,0.0,,,0.0,No Current
15589,4.0,,,0.0,Strong Current
15590,,362.0,11.89,0.0,
15591,0.0,,,0.0,No Current
15592,4.7,,,0.0,Strong Current
15593,,26.0,0.86,0.02,
15594,0.0,,,0.02,No Current
15595,4.4,,,0.02,Strong Current
15596,,347.0,11.37,0.02,
15597,0.0,,,0.02,No Current
15598,3.3,,,0.02,Strong Current
15599,,144.0,4.73,0.02,
15600,0.0,,,0.02,No Current
15601,3.7,,,0.02,Strong Current
15602,,358.0,11.74,0.02,
15603,0.0,,,0.02,No Current
15604,4.8,,,0.02,Strong Current
15605,,6.0,0.21,0.06,
15606,0.0,,,0.06,No Current
15607,4.6,,,0.06,Strong Current
15608,,353.0,11.59,0.06,
15609,0.0,,,0.06,No Current
15610,3.0,,,0.06,Strong Current
15611,,173.0,5.67,0.06,
15612,0.0,,,0.06,No Current
15613,3.3,,,0.06,Strong Current
15614,,350.0,11.48,0.06,
15615,0.0,,,0.06,No Current
15616,4.8,,,0.06,Strong Current
15617,,7.0,0.24,0.11,
15618,0.0,,,0.11,No Current
15619,4.8,,,0.11,Strong Current
15620,,357.0,11.71,0.11,
15621,0.0,,,0.11,No Current
15622,2.8,,,0.11,Strong Current
15623,,200.0,6.55,0.11,
15624,0.0,,,0.11,No Current
15625,2.8,,,0.11,Strong Current
15626,,339.0,11.13,0.11,
15627,0.0,,,0.11,No Current
15628,4.6,,,0.11,Strong Current
15629,,14.0,0.47,0.18,
15630,0.0,,,0.18,No Current
15631,4.8,,,0.18,Strong Current
15632,,356.0,11.68,0.18,
15633,0.0,,,0.18,No Current
15634,2.5,,,0.18,Strong Current
15635,,223.0,7.33,0.18,
15636,0.0,,,0.18,No Current
15637,2.3,,,0.18,Strong Current
15638,,327.0,10.72,0.18,
15639,0.0,,,0.18,No Current
15640,4.3,,,0.18,Strong Current
15641,,14.0,0.45,0.26,
15642,0.0,,,0.26,No Current
15643,4.6,,,0.26,Strong Current
15644,0.0,,,0.26,No Current
15645,,351.0,11.52,0.26,
15646,2.2,,,0.26,Strong Current
15647,,243.0,7.97,0.26,
15648,0.0,,,0.26,No Current
15649,1.8,,,0.26,Strong Current
15650,,314.0,10.29,0.26,
15651,0.0,,,0.26,No Current
15652,4.0,,,0.35,Strong Current
15653,,8.0,0.26,0.35,
15654,0.0,,,0.35,No Current
15655,4.3,,,0.35,Strong Current
15656,0.0,,,0.35,No Current
15657,,346.0,11.34,0.35,
15658,1.9,,,0.35,Strong Current
15659,,256.0,8.39,0.35,
15660,0.0,,,0.35,No Current
15661,1.5,,,0.35,Strong Current
15662,,299.0,9.81,0.35,
15663,0.0,,,0.35,No Current
15664,3.6,,,0.45,Strong Current
15665,,1.0,0.02,0.45,
15666,0.0,,,0.45,No Current
15667,4.0,,,0.45,Strong Current
15668,0.0,,,0.45,No Current
15669,,345.0,11.32,0.45,
15670,1.7,,,0.45,Strong Current
15671,0.0,,,0.45,No Current
15672,,255.0,8.35,0.45,
15673,1.4,,,0.45,Strong Current
15674,,283.0,9.27,0.45,
15675,0.0,,,0.45,No Current
15676,3.5,,,0.56,Strong Current
15677,,8.0,0.25,0.56,
15678,0.0,,,0.56,No Current
15679,3.8,,,0.56,Strong Current
15680,0.0,,,0.56,No Current
15681,,352.0,11.55,0.56,
15682,1.8,,,0.56,Strong Current
15683,0.0,,,0.56,No Current
15684,,234.0,7.67,0.56,
15685,1.5,,,0.56,Strong Current
15686,,274.0,8.98,0.56,
15687,0.0,,,0.67,No Current
15688,3.6,,,0.67,Strong Current
15689,,11.0,0.35,0.67,
15690,0.0,,,0.67,No Current
15691,3.9,,,0.67,Strong Current
15692,0.0,,,0.67,No Current
15693,,363.0,11.91,0.67,
15694,2.3,,,0.67,Strong Current
15695,0.0,,,0.67,No Current
15696,,202.0,6.63,0.67,
15697,1.9,,,0.67,Strong Current
15698,,282.0,9.24,0.77,
15699,0.0,,,0.77,No Current
15700,4.0,,,0.77,Strong Current
15701,,12.0,0.41,0.77,
15702,0.0,,,0.77,No Current
15703,4.3,,,0.77,Strong Current
15704,,375.0,12.3,0.77,
15705,0.0,,,0.77,No Current
15706,3.0,,,0.77,Strong Current
15707,,160.0,5.25,0.77,
15708,0.0,,,0.77,No Current
15709,2.7,,,0.86,Strong Current
15710,,302.0,9.9,0.86,
15711,0.0,,,0.86,No Current
15712,4.3,,,0.86,Strong Current
15713,,19.0,0.63,0.86,
15714,0.0,,,0.86,No Current
15715,4.8,,,0.86,Strong Current
15716,,387.0,12.71,0.86,
15717,0.0,,,0.86,No Current
15718,3.8,,,0.86,Strong Current
15719,,109.0,3.59,0.86,
15720,0.0,,,0.86,No Current
15721,3.6,,,0.93,Strong Current
15722,,328.0,10.75,0.93,
15723,0.0,,,0.93,No Current
15724,4.5,,,0.93,Strong Current
15725,,35.0,1.16,0.93,
15726,0.0,,,0.93,No Current
15727,5.1,,,0.93,Strong Current
15728,,399.0,13.09,0.93,
15729,0.0,,,0.93,No Current
15730,4.7,,,0.93,Strong Current
15731,,55.0,1.79,0.93,
15732,0.0,,,0.93,No Current
15733,4.5,,,0.98,Strong Current
15734,,354.0,11.6,0.98,
15735,0.0,,,0.98,No Current
15736,4.4,,,0.98,Strong Current
15737,,62.0,2.05,0.98,
15738,0.0,,,0.98,No Current
15739,5.2,,,0.98,Strong Current
15740,,408.0,13.4,0.98,
15741,0.0,,,0.98,No Current
15742,5.4,,,0.98,Strong Current
15743,,2.0,0.05,0.98,
15744,0.0,,,1.0,No Current
15745,5.4,,,1.0,Strong Current
15746,,376.0,12.34,1.0,
15747,0.0,,,1.0,No Current
15748,4.2,,,1.0,Strong Current
15749,,98.0,3.21,1.0,
15750,0.0,,,1.0,No Current
15751,4.9,,,1.0,Strong Current
15752,,413.0,13.55,1.0,
15753,0.0,,,1.0,No Current
15754,5.9,,,1.0,Strong Current
15755,,43.0,1.41,0.99,
15756,0.0,,,0.99,No Current
15757,6.0,,,0.99,Strong Current
15758,,393.0,12.89,0.99,
15759,0.0,,,0.99,No Current
15760,3.9,,,0.99,Strong Current
15761,,137.0,4.49,0.99,
15762,0.0,,,0.99,No Current
15763,4.4,,,0.99,Strong Current
15764,,411.0,13.47,0.99,
15765,0.0,,,0.99,No Current
15766,6.1,,,0.99,Strong Current
15767,,73.0,2.41,0.95,
15768,0.0,,,0.95,No Current
15769,6.3,,,0.95,Strong Current
15770,,402.0,13.2,0.95,
15771,0.0,,,0.95,No Current
15772,3.6,,,0.95,Strong Current
15773,,174.0,5.72,0.95,
15774,0.0,,,0.95,No Current
15775,3.7,,,0.95,Strong Current
15776,,400.0,13.12,0.95,
15777,0.0,,,0.95,No Current
15778,5.9,,,0.95,Strong Current
15779,,86.0,2.82,0.88,
15780,0.0,,,0.88,No Current
15781,6.2,,,0.88,Strong Current
15782,,404.0,13.25,0.88,
15783,0.0,,,0.88,No Current
15784,3.2,,,0.88,Strong Current
15785,,206.0,6.76,0.88,
15786,0.0,,,0.88,No Current
15787,2.9,,,0.88,Strong Current
15788,,380.0,12.48,0.88,
15789,0.0,,,0.88,No Current
15790,5.5,,,0.88,Strong Current
15791,,81.0,2.65,0.8,
15792,0.0,,,0.8,No Current
15793,5.9,,,0.8,Strong Current
15794,,399.0,13.08,0.8,
15795,0.0,,,0.8,No Current
15796,2.8,,,0.8,Strong Current
15797,,229.0,7.5,0.8,
15798,0.0,,,0.8,No Current
15799,2.2,,,0.8,Strong Current
15800,,354.0,11.6,0.8,
15801,0.0,,,0.8,No Current
15802,4.8,,,0.71,Strong Current
15803,,61.0,1.99,0.71,
15804,0.0,,,0.71,No Current
15805,5.3,,,0.71,Strong Current
15806,0.0,,,0.71,No Current
15807,,389.0,12.77,0.71,
15808,2.4,,,0.71,Strong Current
15809,,239.0,7.85,0.71,
15810,0.0,,,0.71,No Current
15811,1.6,,,0.71,Strong Current
15812,,322.0,10.56,0.71,
15813,0.0,,,0.71,No Current
15814,4.1,,,0.6,Strong Current
15815,,30.0,1.0,0.6,
15816,0.0,,,0.6,No Current
15817,4.5,,,0.6,Strong Current
15818,0.0,,,0.6,No Current
15819,,380.0,12.48,0.6,
15820,2.2,,,0.6,Strong Current
15821,,233.0,7.63,0.6,
15822,0.0,,,0.6,No Current
15823,1.2,,,0.6,Strong Current
15824,,290.0,9.51,0.6,
15825,0.0,,,0.6,No Current
15826,3.5,,,0.5,Strong Current
15827,,3.0,0.1,0.5,
15828,0.0,,,0.5,No Current
15829,4.0,,,0.5,Strong Current
15830,0.0,,,0.5,No Current
15831,,376.0,12.32,0.5,
15832,2.3,,,0.5,Strong Current
15833,0.0,,,0.5,No Current
15834,,208.0,6.81,0.5,
15835,1.2,,,0.5,Strong Current
15836,,265.0,8.71,0.5,
15837,0.0,,,0.5,No Current
15838,3.2,,,0.4,Strong Current
15839,,33.0,1.09,0.4,
15840,0.0,,,0.4,No Current
15841,3.7,,,0.4,Strong Current
15842,0.0,,,0.4,No Current
15843,,374.0,12.28,0.4,
15844,2.6,,,0.4,Strong Current
15845,0.0,,,0.4,No Current
15846,,175.0,5.74,0.4,
15847,1.6,,,0.4,Strong Current
15848,,258.0,8.46,0.31,
15849,0.0,,,0.31,No Current
15850,3.1,,,0.31,Strong Current
15851,,57.0,1.87,0.31,
15852,0.0,,,0.31,No Current
15853,3.7,,,0.31,Strong Current
15854,0.0,,,0.31,No Current
15855,,374.0,12.27,0.31,
15856,3.1,,,0.31,Strong Current
15857,0.0,,,0.31,No Current
15858,,141.0,4.63,0.31,
15859,2.2,,,0.22,Strong Current
15860,0.0,,,0.22,No Current
15861,,266.0,8.73,0.22,
15862,3.2,,,0.22,Strong Current
15863,,76.0,2.5,0.22,
15864,0.0,,,0.22,No Current
15865,3.8,,,0.22,Strong Current
15866,,373.0,12.23,0.22,
15867,0.0,,,0.22,No Current
15868,3.5,,,0.22,Strong Current
15869,0.0,,,0.22,No Current
15870,,109.0,3.56,0.22,
15871,2.8,,,0.15,Strong Current
15872,0.0,,,0.15,No Current
15873,,283.0,9.3,0.15,
15874,3.2,,,0.15,Strong Current
15875,,95.0,3.13,0.15,
15876,0.0,,,0.15,No Current
15877,3.9,,,0.15,Strong Current
15878,,371.0,12.17,0.15,
15879,0.0,,,0.15,No Current
15880,4.0,,,0.15,Strong Current
15881,,77.0,2.54,0.15,
15882,0.0,,,0.15,No Current
15883,3.3,,,0.09,Strong Current
15884,0.0,,,0.09,No Current
15885,,304.0,9.96,0.09,
15886,3.1,,,0.09,Strong Current
15887,,118.0,3.86,0.09,
