,Height (ft),Latitude,Longitude,Moon Illuminated,clusters,cluster
5570,7.29,48.40572205,-122.6449002,0.29,1,orange
5573,1.21,48.40572205,-122.6449002,0.29,0,blue
5576,10.26,48.40572205,-122.6449002,0.19,1,orange
5579,2.91,48.40572205,-122.6449002,0.19,0,blue
5582,7.84,48.40572205,-122.6449002,0.19,1,orange
5585,2.08,48.40572205,-122.6449002,0.19,0,blue
5588,10.49,48.40572205,-122.6449002,0.11,1,orange
5591,1.15,48.40572205,-122.6449002,0.11,0,blue
5594,8.59,48.40572205,-122.6449002,0.11,1,orange
5597,3.09,48.40572205,-122.6449002,0.11,0,blue
5600,10.66,48.40572205,-122.6449002,0.05,1,orange
5603,-0.48,48.40572205,-122.6449002,0.05,0,blue
5606,9.35,48.40572205,-122.6449002,0.05,1,orange
5609,4.16,48.40572205,-122.6449002,0.05,0,blue
5612,10.7,48.40572205,-122.6449002,0.01,1,orange
5615,-1.79,48.40572205,-122.6449002,0.01,0,blue
5618,10.01,48.40572205,-122.6449002,0.01,1,orange
5621,5.18,48.40572205,-122.6449002,0.01,1,orange
5624,10.57,48.40572205,-122.6449002,0.0,1,orange
5627,-2.66,48.40572205,-122.6449002,0.0,0,blue
5630,10.46,48.40572205,-122.6449002,0.0,1,orange
5633,6.05,48.40572205,-122.6449002,0.02,1,orange
5636,10.25,48.40572205,-122.6449002,0.02,1,orange
5639,-3.01,48.40572205,-122.6449002,0.02,0,blue
5642,10.69,48.40572205,-122.6449002,0.02,1,orange
5645,6.67,48.40572205,-122.6449002,0.06,1,orange
5648,9.76,48.40572205,-122.6449002,0.06,1,orange
5651,-2.87,48.40572205,-122.6449002,0.06,0,blue
5654,10.68,48.40572205,-122.6449002,0.06,1,orange
5657,7.04,48.40572205,-122.6449002,0.13,1,orange
5660,9.13,48.40572205,-122.6449002,0.13,1,orange
5663,-2.34,48.40572205,-122.6449002,0.13,0,blue
5666,10.49,48.40572205,-122.6449002,0.13,1,orange
5669,7.14,48.40572205,-122.6449002,0.21,1,orange
5672,8.41,48.40572205,-122.6449002,0.21,1,orange
5675,-1.53,48.40572205,-122.6449002,0.21,0,blue
5678,10.21,48.40572205,-122.6449002,0.21,1,orange
5681,6.96,48.40572205,-122.6449002,0.3,1,orange
5684,7.65,48.40572205,-122.6449002,0.3,1,orange
5687,-0.56,48.40572205,-122.6449002,0.3,0,blue
5690,9.94,48.40572205,-122.6449002,0.3,1,orange
5694,6.45,48.40572205,-122.6449002,0.39,1,orange
5696,6.94,48.40572205,-122.6449002,0.39,1,orange
5699,0.48,48.40572205,-122.6449002,0.39,0,blue
5702,9.73,48.40572205,-122.6449002,0.49,1,orange
5705,5.65,48.40572205,-122.6449002,0.49,1,orange
5708,6.39,48.40572205,-122.6449002,0.49,1,orange
5711,1.5,48.40572205,-122.6449002,0.49,0,blue
5714,9.61,48.40572205,-122.6449002,0.58,1,orange
5717,4.68,48.40572205,-122.6449002,0.58,1,orange
5720,6.2,48.40572205,-122.6449002,0.58,1,orange
5723,2.47,48.40572205,-122.6449002,0.58,0,blue
5726,9.54,48.40572205,-122.6449002,0.67,1,orange
5729,3.64,48.40572205,-122.6449002,0.67,0,blue
5732,6.42,48.40572205,-122.6449002,0.67,1,orange
5735,3.38,48.40572205,-122.6449002,0.67,0,blue
5738,9.51,48.40572205,-122.6449002,0.76,1,orange
5741,2.58,48.40572205,-122.6449002,0.76,0,blue
5744,6.96,48.40572205,-122.6449002,0.76,1,orange
5747,4.25,48.40572205,-122.6449002,0.76,0,blue
5750,9.49,48.40572205,-122.6449002,0.83,1,orange
5753,1.53,48.40572205,-122.6449002,0.83,0,blue
5756,7.66,48.40572205,-122.6449002,0.83,1,orange
5759,5.07,48.40572205,-122.6449002,0.83,1,orange
5762,9.46,48.40572205,-122.6449002,0.9,1,orange
5765,0.52,48.40572205,-122.6449002,0.9,0,blue
5768,8.39,48.40572205,-122.6449002,0.9,1,orange
5771,5.83,48.40572205,-122.6449002,0.9,1,orange
5774,9.41,48.40572205,-122.6449002,0.95,1,orange
5777,-0.41,48.40572205,-122.6449002,0.95,0,blue
5780,9.06,48.40572205,-122.6449002,0.95,1,orange
5783,6.5,48.40572205,-122.6449002,0.95,1,orange
5786,9.33,48.40572205,-122.6449002,0.98,1,orange
5789,-1.23,48.40572205,-122.6449002,0.98,0,blue
5792,9.62,48.40572205,-122.6449002,0.98,1,orange
5795,7.03,48.40572205,-122.6449002,0.98,1,orange
5798,9.24,48.40572205,-122.6449002,1.0,1,orange
5801,-1.88,48.40572205,-122.6449002,1.0,0,blue
5804,10.03,48.40572205,-122.6449002,1.0,1,orange
5807,7.41,48.40572205,-122.6449002,0.99,1,orange
5810,9.13,48.40572205,-122.6449002,0.99,1,orange
5813,-2.33,48.40572205,-122.6449002,0.99,0,blue
5816,10.29,48.40572205,-122.6449002,0.99,1,orange
5819,7.65,48.40572205,-122.6449002,0.96,1,orange
5822,9.0,48.40572205,-122.6449002,0.96,1,orange
5825,-2.57,48.40572205,-122.6449002,0.96,0,blue
5828,10.41,48.40572205,-122.6449002,0.96,1,orange
5831,7.74,48.40572205,-122.6449002,0.92,1,orange
5834,8.82,48.40572205,-122.6449002,0.92,1,orange
5837,-2.57,48.40572205,-122.6449002,0.92,0,blue
5840,10.43,48.40572205,-122.6449002,0.92,1,orange
5843,7.66,48.40572205,-122.6449002,0.85,1,orange
5846,8.54,48.40572205,-122.6449002,0.85,1,orange
5849,-2.3,48.40572205,-122.6449002,0.85,0,blue
5852,10.4,48.40572205,-122.6449002,0.85,1,orange
5855,7.37,48.40572205,-122.6449002,0.76,1,orange
5858,8.1,48.40572205,-122.6449002,0.76,1,orange
5861,-1.74,48.40572205,-122.6449002,0.76,0,blue
5864,10.37,48.40572205,-122.6449002,0.76,1,orange
5867,6.76,48.40572205,-122.6449002,0.66,1,orange
5870,7.53,48.40572205,-122.6449002,0.66,1,orange
5873,-0.86,48.40572205,-122.6449002,0.66,0,blue
5876,10.39,48.40572205,-122.6449002,0.66,1,orange
5879,5.73,48.40572205,-122.6449002,0.55,1,orange
5882,6.97,48.40572205,-122.6449002,0.55,1,orange
5885,0.31,48.40572205,-122.6449002,0.55,0,blue
5888,10.46,48.40572205,-122.6449002,0.43,1,orange
5891,4.31,48.40572205,-122.6449002,0.43,0,blue
5894,6.72,48.40572205,-122.6449002,0.43,1,orange
5897,1.69,48.40572205,-122.6449002,0.43,0,blue
5900,10.56,48.40572205,-122.6449002,0.32,1,orange
5903,2.63,48.40572205,-122.6449002,0.32,0,blue
5906,6.98,48.40572205,-122.6449002,0.32,1,orange
5909,3.14,48.40572205,-122.6449002,0.32,0,blue
5912,10.65,48.40572205,-122.6449002,0.22,1,orange
5915,0.89,48.40572205,-122.6449002,0.22,0,blue
5918,7.73,48.40572205,-122.6449002,0.22,1,orange
5921,4.5,48.40572205,-122.6449002,0.22,0,blue
5924,10.68,48.40572205,-122.6449002,0.13,1,orange
5927,-0.7,48.40572205,-122.6449002,0.13,0,blue
5930,8.7,48.40572205,-122.6449002,0.13,1,orange
5933,5.64,48.40572205,-122.6449002,0.13,1,orange
5936,10.62,48.40572205,-122.6449002,0.06,1,orange
5939,-1.97,48.40572205,-122.6449002,0.06,0,blue
5942,9.61,48.40572205,-122.6449002,0.06,1,orange
5945,6.5,48.40572205,-122.6449002,0.06,1,orange
5948,10.44,48.40572205,-122.6449002,0.02,1,orange
5951,-2.81,48.40572205,-122.6449002,0.02,0,blue
5954,10.29,48.40572205,-122.6449002,0.02,1,orange
5957,7.05,48.40572205,-122.6449002,0.02,1,orange
5960,10.13,48.40572205,-122.6449002,0.0,1,orange
5963,-3.19,48.40572205,-122.6449002,0.0,0,blue
5966,10.69,48.40572205,-122.6449002,0.0,1,orange
5969,7.31,48.40572205,-122.6449002,0.01,1,orange
5972,9.72,48.40572205,-122.6449002,0.01,1,orange
5975,-3.16,48.40572205,-122.6449002,0.01,0,blue
5978,10.82,48.40572205,-122.6449002,0.01,1,orange
5981,7.35,48.40572205,-122.6449002,0.04,1,orange
5984,9.23,48.40572205,-122.6449002,0.04,1,orange
5987,-2.8,48.40572205,-122.6449002,0.04,0,blue
5990,10.75,48.40572205,-122.6449002,0.04,1,orange
5993,7.19,48.40572205,-122.6449002,0.09,1,orange
5996,8.68,48.40572205,-122.6449002,0.09,1,orange
5999,-2.2,48.40572205,-122.6449002,0.09,0,blue
6002,10.58,48.40572205,-122.6449002,0.09,1,orange
6005,6.89,48.40572205,-122.6449002,0.16,1,orange
6008,8.09,48.40572205,-122.6449002,0.16,1,orange
6011,-1.41,48.40572205,-122.6449002,0.16,0,blue
6014,10.37,48.40572205,-122.6449002,0.16,1,orange
6017,6.44,48.40572205,-122.6449002,0.24,1,orange
6020,7.46,48.40572205,-122.6449002,0.24,1,orange
6023,-0.46,48.40572205,-122.6449002,0.24,0,blue
6026,10.18,48.40572205,-122.6449002,0.24,1,orange
6030,5.82,48.40572205,-122.6449002,0.33,1,orange
6032,6.82,48.40572205,-122.6449002,0.33,1,orange
6035,0.66,48.40572205,-122.6449002,0.33,0,blue
6038,10.01,48.40572205,-122.6449002,0.33,1,orange
6042,5.01,48.40572205,-122.6449002,0.42,1,orange
6044,6.29,48.40572205,-122.6449002,0.42,1,orange
6047,1.92,48.40572205,-122.6449002,0.42,0,blue
6050,9.87,48.40572205,-122.6449002,0.51,1,orange
6054,4.03,48.40572205,-122.6449002,0.51,0,blue
6056,6.04,48.40572205,-122.6449002,0.51,1,orange
6059,3.28,48.40572205,-122.6449002,0.51,0,blue
6062,9.75,48.40572205,-122.6449002,0.61,1,orange
6065,2.96,48.40572205,-122.6449002,0.61,0,blue
6068,6.25,48.40572205,-122.6449002,0.61,1,orange
6071,4.63,48.40572205,-122.6449002,0.61,1,orange
6074,9.62,48.40572205,-122.6449002,0.7,1,orange
6077,1.85,48.40572205,-122.6449002,0.7,0,blue
6080,6.92,48.40572205,-122.6449002,0.7,1,orange
6083,5.84,48.40572205,-122.6449002,0.7,1,orange
6086,9.49,48.40572205,-122.6449002,0.78,1,orange
6089,0.78,48.40572205,-122.6449002,0.78,0,blue
6092,7.83,48.40572205,-122.6449002,0.78,1,orange
6095,6.78,48.40572205,-122.6449002,0.78,1,orange
6098,9.37,48.40572205,-122.6449002,0.86,1,orange
6101,-0.23,48.40572205,-122.6449002,0.86,0,blue
6104,8.71,48.40572205,-122.6449002,0.86,1,orange
6107,7.42,48.40572205,-122.6449002,0.86,1,orange
6110,9.26,48.40572205,-122.6449002,0.92,1,orange
6113,-1.12,48.40572205,-122.6449002,0.92,0,blue
6116,9.42,48.40572205,-122.6449002,0.92,1,orange
6119,7.8,48.40572205,-122.6449002,0.92,1,orange
6122,9.2,48.40572205,-122.6449002,0.97,1,orange
6125,-1.88,48.40572205,-122.6449002,0.97,0,blue
6128,9.95,48.40572205,-122.6449002,0.97,1,orange
6131,7.99,48.40572205,-122.6449002,0.97,1,orange
6134,9.18,48.40572205,-122.6449002,0.99,1,orange
6137,-2.48,48.40572205,-122.6449002,0.99,0,blue
6140,10.3,48.40572205,-122.6449002,0.99,1,orange
6143,8.01,48.40572205,-122.6449002,1.0,1,orange
6146,9.18,48.40572205,-122.6449002,1.0,1,orange
6149,-2.9,48.40572205,-122.6449002,1.0,0,blue
6152,10.52,48.40572205,-122.6449002,1.0,1,orange
6155,7.87,48.40572205,-122.6449002,0.98,1,orange
6158,9.14,48.40572205,-122.6449002,0.98,1,orange
6161,-3.08,48.40572205,-122.6449002,0.98,0,blue
6164,10.66,48.40572205,-122.6449002,0.98,1,orange
6167,7.55,48.40572205,-122.6449002,0.93,1,orange
6170,8.99,48.40572205,-122.6449002,0.93,1,orange
6173,-2.96,48.40572205,-122.6449002,0.93,0,blue
6176,10.75,48.40572205,-122.6449002,0.93,1,orange
6179,7.03,48.40572205,-122.6449002,0.87,1,orange
6182,8.67,48.40572205,-122.6449002,0.87,1,orange
6185,-2.46,48.40572205,-122.6449002,0.87,0,blue
6188,10.82,48.40572205,-122.6449002,0.87,1,orange
6191,6.26,48.40572205,-122.6449002,0.78,1,orange
6194,8.16,48.40572205,-122.6449002,0.78,1,orange
6197,-1.52,48.40572205,-122.6449002,0.78,0,blue
6200,10.88,48.40572205,-122.6449002,0.78,1,orange
6203,5.23,48.40572205,-122.6449002,0.68,1,orange
6206,7.54,48.40572205,-122.6449002,0.68,1,orange
6209,-0.14,48.40572205,-122.6449002,0.68,0,blue
6212,10.91,48.40572205,-122.6449002,0.68,1,orange
6215,3.94,48.40572205,-122.6449002,0.57,0,blue
6218,6.99,48.40572205,-122.6449002,0.57,1,orange
6221,1.59,48.40572205,-122.6449002,0.57,0,blue
6224,10.89,48.40572205,-122.6449002,0.57,1,orange
6227,2.47,48.40572205,-122.6449002,0.45,0,blue
6230,6.81,48.40572205,-122.6449002,0.45,1,orange
6233,3.46,48.40572205,-122.6449002,0.45,0,blue
6236,10.8,48.40572205,-122.6449002,0.34,1,orange
6239,0.97,48.40572205,-122.6449002,0.34,0,blue
6242,7.24,48.40572205,-122.6449002,0.34,1,orange
6245,5.21,48.40572205,-122.6449002,0.34,1,orange
6248,10.64,48.40572205,-122.6449002,0.24,1,orange
6251,-0.4,48.40572205,-122.6449002,0.24,0,blue
6254,8.18,48.40572205,-122.6449002,0.24,1,orange
6257,6.55,48.40572205,-122.6449002,0.24,1,orange
6260,10.41,48.40572205,-122.6449002,0.15,1,orange
6263,-1.49,48.40572205,-122.6449002,0.15,0,blue
6266,9.21,48.40572205,-122.6449002,0.15,1,orange
6269,7.32,48.40572205,-122.6449002,0.15,1,orange
6272,10.13,48.40572205,-122.6449002,0.08,1,orange
6275,-2.24,48.40572205,-122.6449002,0.08,0,blue
6278,10.0,48.40572205,-122.6449002,0.08,1,orange
6281,7.59,48.40572205,-122.6449002,0.08,1,orange
6284,9.83,48.40572205,-122.6449002,0.03,1,orange
6287,-2.62,48.40572205,-122.6449002,0.03,0,blue
6290,10.47,48.40572205,-122.6449002,0.03,1,orange
6293,7.55,48.40572205,-122.6449002,0.03,1,orange
6296,9.53,48.40572205,-122.6449002,0.01,1,orange
6299,-2.7,48.40572205,-122.6449002,0.01,0,blue
6302,10.64,48.40572205,-122.6449002,0.01,1,orange
6305,7.33,48.40572205,-122.6449002,0.0,1,orange
6308,9.22,48.40572205,-122.6449002,0.0,1,orange
6311,-2.53,48.40572205,-122.6449002,0.0,0,blue
6314,10.62,48.40572205,-122.6449002,0.0,1,orange
6317,7.01,48.40572205,-122.6449002,0.02,1,orange
6320,8.89,48.40572205,-122.6449002,0.02,1,orange
6323,-2.17,48.40572205,-122.6449002,0.02,0,blue
6326,10.52,48.40572205,-122.6449002,0.02,1,orange
6329,6.62,48.40572205,-122.6449002,0.06,1,orange
6332,8.52,48.40572205,-122.6449002,0.06,1,orange
6335,-1.62,48.40572205,-122.6449002,0.06,0,blue
6338,10.4,48.40572205,-122.6449002,0.06,1,orange
6341,6.13,48.40572205,-122.6449002,0.12,1,orange
6344,8.08,48.40572205,-122.6449002,0.12,1,orange
6347,-0.88,48.40572205,-122.6449002,0.12,0,blue
6350,10.3,48.40572205,-122.6449002,0.12,1,orange
6353,5.55,48.40572205,-122.6449002,0.18,1,orange
6356,7.59,48.40572205,-122.6449002,0.18,1,orange
6359,0.1,48.40572205,-122.6449002,0.18,0,blue
6362,10.21,48.40572205,-122.6449002,0.18,1,orange
6365,4.87,48.40572205,-122.6449002,0.26,1,orange
6368,7.08,48.40572205,-122.6449002,0.26,1,orange
6371,1.31,48.40572205,-122.6449002,0.26,0,blue
6374,10.1,48.40572205,-122.6449002,0.26,1,orange
6377,4.08,48.40572205,-122.6449002,0.35,0,blue
6380,6.64,48.40572205,-122.6449002,0.35,1,orange
6383,2.73,48.40572205,-122.6449002,0.35,0,blue
6386,9.94,48.40572205,-122.6449002,0.35,1,orange
6389,3.23,48.40572205,-122.6449002,0.44,0,blue
6392,6.41,48.40572205,-122.6449002,0.44,1,orange
6395,4.24,48.40572205,-122.6449002,0.44,0,blue
6398,9.71,48.40572205,-122.6449002,0.44,1,orange
6401,2.32,48.40572205,-122.6449002,0.54,0,blue
6404,6.57,48.40572205,-122.6449002,0.54,1,orange
6407,5.73,48.40572205,-122.6449002,0.54,1,orange
6410,9.44,48.40572205,-122.6449002,0.63,1,orange
6413,1.41,48.40572205,-122.6449002,0.63,0,blue
6416,7.23,48.40572205,-122.6449002,0.63,1,orange
6419,7.0,48.40572205,-122.6449002,0.63,1,orange
6422,9.19,48.40572205,-122.6449002,0.72,1,orange
6425,0.5,48.40572205,-122.6449002,0.72,0,blue
6428,8.15,48.40572205,-122.6449002,0.72,1,orange
6431,7.82,48.40572205,-122.6449002,0.72,1,orange
6434,9.0,48.40572205,-122.6449002,0.81,1,orange
6437,-0.37,48.40572205,-122.6449002,0.81,0,blue
6440,8.97,48.40572205,-122.6449002,0.81,1,orange
6443,8.14,48.40572205,-122.6449002,0.81,1,orange
6446,8.94,48.40572205,-122.6449002,0.88,1,orange
6449,-1.2,48.40572205,-122.6449002,0.88,0,blue
6452,9.58,48.40572205,-122.6449002,0.88,1,orange
6455,8.15,48.40572205,-122.6449002,0.88,1,orange
6458,9.0,48.40572205,-122.6449002,0.94,1,orange
6461,-1.96,48.40572205,-122.6449002,0.94,0,blue
6464,9.99,48.40572205,-122.6449002,0.94,1,orange
6467,7.98,48.40572205,-122.6449002,0.94,1,orange
6470,9.16,48.40572205,-122.6449002,0.98,1,orange
6473,-2.57,48.40572205,-122.6449002,0.98,0,blue
6476,10.28,48.40572205,-122.6449002,0.98,1,orange
6479,7.64,48.40572205,-122.6449002,1.0,1,orange
6482,9.32,48.40572205,-122.6449002,1.0,1,orange
6485,-2.96,48.40572205,-122.6449002,1.0,0,blue
6488,10.49,48.40572205,-122.6449002,1.0,1,orange
6491,7.1,48.40572205,-122.6449002,0.99,1,orange
6494,9.39,48.40572205,-122.6449002,0.99,1,orange
6497,-3.0,48.40572205,-122.6449002,0.99,0,blue
6500,10.67,48.40572205,-122.6449002,0.99,1,orange
6503,6.35,48.40572205,-122.6449002,0.95,1,orange
6506,9.28,48.40572205,-122.6449002,0.95,1,orange
6509,-2.59,48.40572205,-122.6449002,0.95,0,blue
6512,10.84,48.40572205,-122.6449002,0.95,1,orange
6515,5.4,48.40572205,-122.6449002,0.89,1,orange
6518,8.96,48.40572205,-122.6449002,0.89,1,orange
6521,-1.69,48.40572205,-122.6449002,0.89,0,blue
6524,10.97,48.40572205,-122.6449002,0.89,1,orange
6527,4.28,48.40572205,-122.6449002,0.8,0,blue
6530,8.46,48.40572205,-122.6449002,0.8,1,orange
6533,-0.29,48.40572205,-122.6449002,0.8,0,blue
6536,11.03,48.40572205,-122.6449002,0.8,1,orange
6539,3.09,48.40572205,-122.6449002,0.7,0,blue
6542,7.9,48.40572205,-122.6449002,0.7,1,orange
6545,1.48,48.40572205,-122.6449002,0.7,0,blue
6548,10.97,48.40572205,-122.6449002,0.7,1,orange
6551,1.91,48.40572205,-122.6449002,0.59,0,blue
6554,7.48,48.40572205,-122.6449002,0.59,1,orange
6557,3.45,48.40572205,-122.6449002,0.59,0,blue
6560,10.76,48.40572205,-122.6449002,0.59,1,orange
6563,0.85,48.40572205,-122.6449002,0.48,0,blue
6566,7.43,48.40572205,-122.6449002,0.48,1,orange
6569,5.34,48.40572205,-122.6449002,0.48,1,orange
6572,10.41,48.40572205,-122.6449002,0.48,1,orange
6575,-0.05,48.40572205,-122.6449002,0.37,0,blue
6578,7.98,48.40572205,-122.6449002,0.37,1,orange
6581,6.83,48.40572205,-122.6449002,0.37,1,orange
6584,9.98,48.40572205,-122.6449002,0.26,1,orange
6587,-0.75,48.40572205,-122.6449002,0.26,0,blue
6590,8.89,48.40572205,-122.6449002,0.26,1,orange
6593,7.57,48.40572205,-122.6449002,0.26,1,orange
6596,9.56,48.40572205,-122.6449002,0.18,1,orange
6599,-1.26,48.40572205,-122.6449002,0.18,0,blue
6602,9.67,48.40572205,-122.6449002,0.18,1,orange
6605,7.58,48.40572205,-122.6449002,0.18,1,orange
6608,9.23,48.40572205,-122.6449002,0.1,1,orange
6611,-1.57,48.40572205,-122.6449002,0.1,0,blue
6614,10.14,48.40572205,-122.6449002,0.1,1,orange
6617,7.25,48.40572205,-122.6449002,0.1,1,orange
6620,9.04,48.40572205,-122.6449002,0.05,1,orange
6623,-1.71,48.40572205,-122.6449002,0.05,0,blue
6626,10.32,48.40572205,-122.6449002,0.05,1,orange
6629,6.82,48.40572205,-122.6449002,0.05,1,orange
6632,8.93,48.40572205,-122.6449002,0.01,1,orange
6635,-1.69,48.40572205,-122.6449002,0.01,0,blue
6638,10.31,48.40572205,-122.6449002,0.01,1,orange
6641,6.37,48.40572205,-122.6449002,0.0,1,orange
6644,8.83,48.40572205,-122.6449002,0.0,1,orange
6647,-1.5,48.40572205,-122.6449002,0.0,0,blue
6650,10.21,48.40572205,-122.6449002,0.0,1,orange
6653,5.89,48.40572205,-122.6449002,0.01,1,orange
6656,8.7,48.40572205,-122.6449002,0.01,1,orange
6659,-1.12,48.40572205,-122.6449002,0.01,0,blue
6662,10.11,48.40572205,-122.6449002,0.01,1,orange
6665,5.36,48.40572205,-122.6449002,0.03,1,orange
6668,8.5,48.40572205,-122.6449002,0.03,1,orange
6671,-0.53,48.40572205,-122.6449002,0.03,0,blue
6674,10.06,48.40572205,-122.6449002,0.03,1,orange
6677,4.75,48.40572205,-122.6449002,0.08,1,orange
6680,8.24,48.40572205,-122.6449002,0.08,1,orange
6683,0.29,48.40572205,-122.6449002,0.08,0,blue
6686,10.03,48.40572205,-122.6449002,0.08,1,orange
6689,4.07,48.40572205,-122.6449002,0.13,0,blue
6692,7.94,48.40572205,-122.6449002,0.13,1,orange
6695,1.34,48.40572205,-122.6449002,0.13,0,blue
6698,9.98,48.40572205,-122.6449002,0.13,1,orange
6701,3.36,48.40572205,-122.6449002,0.21,0,blue
6704,7.64,48.40572205,-122.6449002,0.21,1,orange
6707,2.59,48.40572205,-122.6449002,0.21,0,blue
6710,9.84,48.40572205,-122.6449002,0.21,1,orange
6713,2.68,48.40572205,-122.6449002,0.29,0,blue
6716,7.38,48.40572205,-122.6449002,0.29,1,orange
6719,3.97,48.40572205,-122.6449002,0.29,0,blue
6722,9.59,48.40572205,-122.6449002,0.29,1,orange
6725,2.06,48.40572205,-122.6449002,0.38,0,blue
6728,7.24,48.40572205,-122.6449002,0.38,1,orange
6731,5.37,48.40572205,-122.6449002,0.38,1,orange
6734,9.25,48.40572205,-122.6449002,0.38,1,orange
6737,1.52,48.40572205,-122.6449002,0.47,0,blue
6740,7.3,48.40572205,-122.6449002,0.47,1,orange
6743,6.66,48.40572205,-122.6449002,0.47,1,orange
6746,8.88,48.40572205,-122.6449002,0.47,1,orange
6749,1.01,48.40572205,-122.6449002,0.57,0,blue
6752,7.72,48.40572205,-122.6449002,0.57,1,orange
6755,7.69,48.40572205,-122.6449002,0.57,1,orange
6758,8.57,48.40572205,-122.6449002,0.57,1,orange
6761,0.45,48.40572205,-122.6449002,0.67,0,blue
6764,8.43,48.40572205,-122.6449002,0.67,1,orange
6767,8.13,48.40572205,-122.6449002,0.67,1,orange
6770,8.39,48.40572205,-122.6449002,0.76,1,orange
6773,-0.21,48.40572205,-122.6449002,0.76,0,blue
6776,9.06,48.40572205,-122.6449002,0.76,1,orange
6779,8.01,48.40572205,-122.6449002,0.76,1,orange
6782,8.44,48.40572205,-122.6449002,0.85,1,orange
6785,-0.95,48.40572205,-122.6449002,0.85,0,blue
6788,9.52,48.40572205,-122.6449002,0.85,1,orange
6791,7.65,48.40572205,-122.6449002,0.85,1,orange
6794,8.71,48.40572205,-122.6449002,0.92,1,orange
6797,-1.66,48.40572205,-122.6449002,0.92,0,blue
6800,9.86,48.40572205,-122.6449002,0.92,1,orange
6803,7.08,48.40572205,-122.6449002,0.92,1,orange
6806,9.08,48.40572205,-122.6449002,0.97,1,orange
6809,-2.17,48.40572205,-122.6449002,0.97,0,blue
6812,10.13,48.40572205,-122.6449002,0.97,1,orange
6815,6.3,48.40572205,-122.6449002,0.97,1,orange
6818,9.41,48.40572205,-122.6449002,1.0,1,orange
6821,-2.31,48.40572205,-122.6449002,1.0,0,blue
6824,10.38,48.40572205,-122.6449002,1.0,1,orange
6827,5.29,48.40572205,-122.6449002,0.99,1,orange
6830,9.58,48.40572205,-122.6449002,0.99,1,orange
6833,-1.99,48.40572205,-122.6449002,0.99,0,blue
6836,10.61,48.40572205,-122.6449002,0.99,1,orange
6839,4.12,48.40572205,-122.6449002,0.96,0,blue
6842,9.56,48.40572205,-122.6449002,0.96,1,orange
6845,-1.15,48.40572205,-122.6449002,0.96,0,blue
6848,10.8,48.40572205,-122.6449002,0.96,1,orange
6851,2.87,48.40572205,-122.6449002,0.91,0,blue
6854,9.35,48.40572205,-122.6449002,0.91,1,orange
6857,0.16,48.40572205,-122.6449002,0.91,0,blue
6860,10.89,48.40572205,-122.6449002,0.91,1,orange
6863,1.68,48.40572205,-122.6449002,0.82,0,blue
6866,9.01,48.40572205,-122.6449002,0.82,1,orange
6869,1.81,48.40572205,-122.6449002,0.82,0,blue
6872,10.83,48.40572205,-122.6449002,0.82,1,orange
6875,0.71,48.40572205,-122.6449002,0.73,0,blue
6878,8.64,48.40572205,-122.6449002,0.73,1,orange
6881,3.62,48.40572205,-122.6449002,0.73,0,blue
6884,10.56,48.40572205,-122.6449002,0.73,1,orange
6887,0.05,48.40572205,-122.6449002,0.62,0,blue
6890,8.37,48.40572205,-122.6449002,0.62,1,orange
6893,5.35,48.40572205,-122.6449002,0.62,1,orange
6896,10.09,48.40572205,-122.6449002,0.62,1,orange
6899,-0.28,48.40572205,-122.6449002,0.51,0,blue
6902,8.37,48.40572205,-122.6449002,0.51,1,orange
6905,6.75,48.40572205,-122.6449002,0.51,1,orange
6908,9.48,48.40572205,-122.6449002,0.51,1,orange
6911,-0.36,48.40572205,-122.6449002,0.4,0,blue
6914,8.79,48.40572205,-122.6449002,0.4,1,orange
6917,7.46,48.40572205,-122.6449002,0.4,1,orange
6920,8.86,48.40572205,-122.6449002,0.4,1,orange
6923,-0.37,48.40572205,-122.6449002,0.3,0,blue
6926,9.38,48.40572205,-122.6449002,0.3,1,orange
6929,7.27,48.40572205,-122.6449002,0.3,1,orange
6932,8.42,48.40572205,-122.6449002,0.21,1,orange
6935,-0.41,48.40572205,-122.6449002,0.21,0,blue
6938,9.8,48.40572205,-122.6449002,0.21,1,orange
6941,6.66,48.40572205,-122.6449002,0.21,1,orange
6944,8.28,48.40572205,-122.6449002,0.13,1,orange
6947,-0.48,48.40572205,-122.6449002,0.13,0,blue
6950,9.99,48.40572205,-122.6449002,0.13,1,orange
6953,6.0,48.40572205,-122.6449002,0.13,1,orange
6956,8.35,48.40572205,-122.6449002,0.07,1,orange
6959,-0.49,48.40572205,-122.6449002,0.07,0,blue
6962,10.0,48.40572205,-122.6449002,0.07,1,orange
6965,5.39,48.40572205,-122.6449002,0.07,1,orange
6968,8.48,48.40572205,-122.6449002,0.03,1,orange
6971,-0.36,48.40572205,-122.6449002,0.03,0,blue
6974,9.91,48.40572205,-122.6449002,0.03,1,orange
6977,4.8,48.40572205,-122.6449002,0.01,1,orange
6980,8.57,48.40572205,-122.6449002,0.01,1,orange
6983,-0.04,48.40572205,-122.6449002,0.01,0,blue
6986,9.8,48.40572205,-122.6449002,0.01,1,orange
6989,4.2,48.40572205,-122.6449002,0.0,0,blue
6992,8.61,48.40572205,-122.6449002,0.0,1,orange
6995,0.49,48.40572205,-122.6449002,0.0,0,blue
6998,9.75,48.40572205,-122.6449002,0.0,1,orange
7001,3.53,48.40572205,-122.6449002,0.01,0,blue
